TIMESTAMP,WP1(10cm),WP2(30cm),TempMPS1(10cm),TempMPS2(30cm),VWC1(10cm),VWC2(30cm),VWC3(60cm),VWC4(135cm),EC1(10cm),EC2(30cm),EC3(60cm),EC4(135cm),Temp5TE1(10cm),Temp5TE2(30cm),Temp5TE3(60cm),Temp5TE4(135cm)
MST,kPa,kPa,degC,degC,m3/m3,m3/m3,m3/m3,m3/m3,dS/m,dS/m,dS/m,dS/m,degC,degC,degC,degC
1/1/2016 0:00,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 0:15,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0.01,0.5,1.5,2.5,5.9
1/1/2016 0:30,-16.7,-10.8,0.8,1,0.15,0.101,0.077,0.057,0.04,0,0.01,0,0.5,1.4,2.4,5.9
1/1/2016 0:45,-16.7,-10.8,0.8,1,0.15,0.1,0.078,0.057,0.04,0.01,0.02,0.01,0.5,1.4,2.4,5.9
1/1/2016 1:00,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.5,2.4,5.9
1/1/2016 1:15,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0,0.02,0,0.6,1.5,2.4,5.9
1/1/2016 1:30,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 1:45,-16.7,-10.8,0.8,1,0.15,0.1,0.078,0.057,0.04,0,0.02,0,0.5,1.5,2.4,5.9
1/1/2016 2:00,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 2:15,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.5,2.5,5.9
1/1/2016 2:30,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0.01,0.5,1.4,2.4,5.9
1/1/2016 2:45,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0,0.02,0.01,0.5,1.5,2.4,5.9
1/1/2016 3:00,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0.01,0.5,1.5,2.4,5.9
1/1/2016 3:15,-16.6,-10.8,0.8,1,0.15,0.1,0.078,0.057,0.04,0.01,0.02,0.01,0.5,1.5,2.4,5.9
1/1/2016 3:30,-16.7,-10.7,0.8,1,0.15,0.1,0.078,0.057,0.04,0.01,0.02,0,0.5,1.5,2.4,5.9
1/1/2016 3:45,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.05,0.01,0.01,0.01,0.5,1.5,2.4,5.9
1/1/2016 4:00,-16.6,-10.8,0.8,1,0.15,0.1,0.076,0.057,0.04,0,0.02,0,0.5,1.5,2.4,5.9
1/1/2016 4:15,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.05,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 4:30,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 4:45,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0.01,0.5,1.5,2.5,5.9
1/1/2016 5:00,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0.01,0.5,1.4,2.4,5.9
1/1/2016 5:15,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.05,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 5:30,-16.6,-10.7,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 5:45,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.5,2.5,5.9
1/1/2016 6:00,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0.01,0.5,1.5,2.4,5.9
1/1/2016 6:15,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 6:30,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0,0.02,0,0.5,1.5,2.4,5.9
1/1/2016 6:45,-16.7,-10.8,0.8,1,0.15,0.1,0.078,0.057,0.04,0.01,0.02,0,0.5,1.5,2.5,5.9
1/1/2016 7:00,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0,0.02,0.01,0.5,1.5,2.4,5.9
1/1/2016 7:15,-16.6,-10.8,0.8,1,0.149,0.1,0.076,0.057,0.04,0,0.02,0,0.5,1.5,2.4,5.9
1/1/2016 7:30,-16.6,-10.8,0.8,1,0.15,0.1,0.078,0.057,0.04,0,0.02,0,0.5,1.5,2.4,5.9
1/1/2016 7:45,-16.6,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0,0.02,0.01,0.5,1.5,2.4,5.9
1/1/2016 8:00,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0.01,0.5,1.5,2.4,5.9
1/1/2016 8:15,-16.6,-10.8,0.8,1,0.15,0.1,0.078,0.057,0.05,0,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 8:30,-16.5,-10.7,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.5,2.4,5.9
1/1/2016 8:45,-16.7,-10.8,0.8,1,0.15,0.101,0.077,0.057,0.04,0,0.02,0.01,0.5,1.5,2.4,5.9
1/1/2016 9:00,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 9:15,-16.7,-10.8,0.8,1,0.15,0.1,0.078,0.057,0.04,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 9:30,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.04,0,0.02,0,0.5,1.5,2.4,5.9
1/1/2016 9:45,-16.6,-10.8,0.8,1,0.15,0.1,0.078,0.057,0.05,0.01,0.02,0,0.5,1.4,2.4,5.9
1/1/2016 10:00,-16.7,-10.8,0.8,1,0.15,0.1,0.077,0.057,0.05,0.01,0.02,0.01,0.5,1.5,2.4,5.9
1/1/2016 10:15,-16.7,-10.8,0.8,1,0.15,0.1,0.078,0.057,0.05,0,0.02,0,0.5,1.5,2.4,5.9
