DateTime,VWC12cm,Temp12cm,EC12cm,VWC30cm,Temp30cm,EC30cm,VWC65cm,Temp65cm,EC65cm,WP11cm,WP29cm
[MST],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[kPa],[kPa]
1/1/2017 0:00,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.23
1/1/2017 0:10,0.189,1.3,0.07,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.23
1/1/2017 0:20,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.64,-13.23
1/1/2017 0:30,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.23
1/1/2017 0:40,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.23
1/1/2017 0:50,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.64,-13.23
1/1/2017 1:00,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.23
1/1/2017 1:10,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.03,-13.69,-13.18
1/1/2017 1:20,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.23
1/1/2017 1:30,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.18
1/1/2017 1:40,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.64,-13.23
1/1/2017 1:50,0.189,1.4,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.75,-13.23
1/1/2017 2:00,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.03,-13.69,-13.18
1/1/2017 2:10,0.189,1.4,0.07,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.28
1/1/2017 2:20,0.189,1.4,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.64,-13.23
1/1/2017 2:30,0.189,1.4,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.28
1/1/2017 2:40,0.189,1.4,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.23
1/1/2017 2:50,0.189,1.4,0.07,0.191,2.4,0.14,0.177,4,0.03,-13.69,-13.28
1/1/2017 3:00,0.189,1.3,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.64,-13.23
1/1/2017 3:10,0.189,1.4,0.06,0.191,2.4,0.14,0.177,4,0.03,-13.64,-13.23
1/1/2017 3:20,0.189,1.4,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.23
1/1/2017 3:30,0.189,1.4,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.23
1/1/2017 3:40,0.189,1.4,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.75,-13.23
1/1/2017 3:50,0.189,1.4,0.07,0.191,2.4,0.14,0.177,4,0.04,-13.69,-13.18
1/1/2017 4:00,0.189,1.4,0.06,0.191,2.4,0.14,0.177,4,0.04,-13.8,-13.23
