DateTime,VWC12cm,Temp12cm,EC12cm,VWC30cm,Temp30cm,EC30cm,VWC65cm,Temp65cm,EC65cm,WP11cm,WP29cm
[MST],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[kPa],[kPa]
1/1/2016 0:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.75,-12.94
1/1/2016 0:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 0:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 0:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 0:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 0:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 1:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.75,-12.99
1/1/2016 1:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 1:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-13.04
1/1/2016 1:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 1:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 1:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 2:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 2:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.94
1/1/2016 2:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 2:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-13.04
1/1/2016 2:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.94
1/1/2016 2:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 3:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-13.04
1/1/2016 3:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 3:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 3:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 3:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.75,-12.94
1/1/2016 3:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 4:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.66,-12.99
1/1/2016 4:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 4:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.75,-12.89
1/1/2016 4:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 4:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 4:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-13.04
1/1/2016 5:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 5:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 5:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.75,-12.94
1/1/2016 5:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 5:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 5:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 6:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 6:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-13.04
1/1/2016 6:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.66,-13.04
1/1/2016 6:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.66,-13.04
1/1/2016 6:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-13.04
1/1/2016 6:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.66,-12.99
1/1/2016 7:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 7:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 7:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.94
1/1/2016 7:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-13.04
1/1/2016 7:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.66,-12.94
1/1/2016 7:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.94
1/1/2016 8:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 8:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-13.04
1/1/2016 8:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 8:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.94
1/1/2016 8:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 8:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-13.04
1/1/2016 9:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 9:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 9:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 9:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.94
1/1/2016 9:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 9:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 10:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.69,-12.99
1/1/2016 10:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.94
1/1/2016 10:20,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.94
1/1/2016 10:30,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 10:40,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 10:50,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.72,-12.99
1/1/2016 11:00,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.75,-12.94
1/1/2016 11:10,0.25,0.7,0.1,0.253,1.7,0.17,0.226,3.1,0.05,-10.75,-12.99
