TmStamp,RecNum,CO2_50_low,CO2_50_hi,CO2_50_tempC,CO2_70_low,CO2_70_hi,CO2_70_tempC
2020-03-19 05:00:00.0000000,38,883.0,3539.6829,7.8759999,3543.0,3601.1716,8.2299995
2020-03-19 05:15:00.0000000,39,892.0,3578.8745,7.9860001,3503.0,3557.427,8.1700001
2020-03-19 05:30:00.0000000,40,899.0,3585.4377,7.9710002,3560.0,3621.0376,7.9619999
2020-03-19 05:45:00.0000000,41,902.0,3597.1958,8.0299997,3619.0,3685.8794,7.8179998
2020-03-19 06:00:00.0000000,42,917.0,3655.5073,8.0900002,3665.0,3735.4041,7.9759998
2020-03-19 06:15:00.0000000,43,919.0,3683.5742,8.0600004,3630.0,3695.7056,7.9840002
2020-03-19 06:30:00.0000000,44,905.0,3761.8904,7.9060001,3556.0,3615.2356,8.0200005
2020-03-19 06:45:00.0000000,45,899.0,3815.4534,7.8130002,3565.0,3625.158,7.777
2020-03-19 07:00:00.0000000,46,895.0,3874.6216,7.7740002,3603.0,3667.5305,7.7459998
2020-03-19 07:15:00.0000000,47,890.0,3887.8169,7.8319998,3650.0,3719.2512,7.6399999
2020-03-19 07:30:00.0000000,48,900.0,3937.7893,8.0500002,3699.0,3771.8271,7.6199999
2020-03-19 07:45:00.0000000,49,907.0,3995.6221,7.9559999,3734.0,3809.553,7.5739999
2020-03-19 08:00:00.0000000,50,909.0,4072.9834,8.0200005,3749.0,3826.2087,7.612
2020-03-19 08:15:00.0000000,51,924.0,4155.4497,8.04,3746.0,3822.1987,7.7290001
2020-03-19 08:30:00.0000000,52,922.0,4222.8999,7.9679999,3745.0,3821.9741,7.6690001
2020-03-19 08:45:00.0000000,53,920.0,4312.8716,7.8590002,3741.0,3821.8647,7.697
2020-03-19 09:00:00.0000000,54,912.0,4388.439,7.8870001,3758.0,3839.0476,7.6989999
2020-03-19 09:15:00.0000000,55,904.0,4491.3638,7.776,3769.0,3845.6909,7.7880001
2020-03-19 09:30:00.0000000,56,898.0,4557.6206,7.8080001,3790.0,3861.5991,7.7839999
2020-03-19 09:45:00.0000000,57,906.0,4603.0601,7.9250002,3793.0,3867.8884,7.7140002
2020-03-19 10:00:00.0000000,58,911.0,4632.8926,8.0600004,3784.0,3862.311,7.717
2020-03-19 10:15:00.0000000,59,917.0,4715.8022,8.1300001,3791.0,3870.6533,7.6409998
2020-03-19 10:30:00.0000000,60,929.0,4816.3613,8.0600004,3786.0,3868.5337,7.612
2020-03-19 10:45:00.0000000,61,925.0,4885.7935,7.9299998,3780.0,3865.6516,7.6170001
2020-03-19 11:00:00.0000000,62,921.0,4974.2158,7.8410001,3772.0,3857.0603,7.6529999
2020-03-19 11:15:00.0000000,63,920.0,5017.6792,7.9130001,3770.0,3851.55,7.6890001
2020-03-19 11:30:00.0000000,64,910.0,5094.2705,7.8299999,3794.0,3873.1665,7.7470002
2020-03-19 11:45:00.0000000,65,904.0,5154.5181,7.9200001,3818.0,3894.7336,7.7919998
2020-03-19 12:00:00.0000000,66,912.0,5236.8198,8.0100002,3831.0,3910.1467,7.8119998
2020-03-19 12:15:00.0000000,67,915.0,5316.6729,8.0600004,3856.0,3937.4338,7.724
2020-03-19 12:30:00.0000000,68,918.0,5378.9639,8.0100002,3864.0,3947.7576,7.7290001
2020-03-19 12:45:00.0000000,69,935.0,5442.3413,8.0299997,3876.0,3963.4216,7.6669998
2020-03-19 13:00:00.0000000,70,932.0,5505.0815,7.9380002,3881.0,3967.6221,7.678
2020-03-19 13:15:00.0000000,71,930.0,5538.563,7.9889998,3874.0,3958.856,7.783
2020-03-19 13:30:00.0000000,72,932.0,5602.5752,7.8439999,3883.0,3969.4922,7.7680001
2020-03-19 13:45:00.0000000,73,916.0,5646.9204,7.8769999,3906.0,3995.2942,7.7199998
2020-03-19 14:00:00.0000000,74,914.0,5706.7969,7.895,3959.0,4047.043,7.8509998
2020-03-19 14:15:00.0000000,75,921.0,5760.8105,7.9499998,4020.0,4110.9644,7.8179998
2020-03-19 14:30:00.0000000,76,927.0,5807.2051,8.0600004,4047.0,4140.1724,7.8119998
2020-03-19 14:45:00.0000000,77,933.0,5847.978,8.2299995,4097.0,4196.271,7.7119999
2020-03-19 15:00:00.0000000,78,952.0,5908.3281,8.0200005,4163.0,4265.6851,7.664
2020-03-19 15:15:00.0000000,79,950.0,5929.21,7.9949999,4198.0,4301.9805,7.756
2020-03-19 15:30:00.0000000,80,944.0,5726.0459,7.7600002,4229.0,4334.9443,7.79
2020-03-19 15:45:00.0000000,81,941.0,5464.3872,7.5640001,4268.0,4374.9868,7.7909999
2020-03-19 16:00:00.0000000,82,927.0,5186.6929,7.3839998,4299.0,4406.7529,7.8959999
2020-03-19 16:15:00.0000000,83,916.0,4978.3848,7.4400001,4280.0,4387.998,7.921
2020-03-19 16:30:00.0000000,84,917.0,4913.4175,7.4120002,4277.0,4384.2373,7.8720002
2020-03-19 16:45:00.0000000,85,919.0,4876.5156,7.5159998,4279.0,4386.5879,7.8439999
2020-03-19 17:00:00.0000000,86,915.0,4911.561,7.5100002,4276.0,4383.2017,7.8189998
2020-03-19 17:15:00.0000000,87,939.0,4897.3833,7.4749999,4268.0,4375.2817,7.7540002
2020-03-19 17:30:00.0000000,88,934.0,4875.8721,7.507,4264.0,4372.1709,7.5630002
2020-03-19 17:45:00.0000000,89,931.0,4876.731,7.4780002,4218.0,4323.9224,7.6900001
2020-03-19 18:00:00.0000000,90,931.0,4815.5879,7.5489998,4162.0,4265.2979,7.7849998
2020-03-19 18:15:00.0000000,91,925.0,4722.6484,7.6370001,4113.0,4211.7993,7.9429998
2020-03-19 18:30:00.0000000,92,904.0,4621.6299,7.4970002,4067.0,4162.6851,7.8870001
2020-03-19 18:45:00.0000000,93,906.0,4471.749,7.573,3996.0,4087.4971,7.8920002
2020-03-19 19:00:00.0000000,94,902.0,4307.8687,7.6440001,3917.0,4002.7974,8.1000004
2020-03-19 19:15:00.0000000,95,900.0,4116.2061,7.7849998,3877.0,3962.4246,7.7989998
2020-03-19 19:30:00.0000000,96,915.0,3996.4529,7.6900001,3826.0,3908.2666,7.7140002
2020-03-19 19:45:00.0000000,97,909.0,3881.0002,7.6399999,3776.0,3854.3948,7.7020001
2020-03-19 20:00:00.0000000,98,903.0,3787.168,7.5949998,3722.0,3798.7866,7.711
2020-03-19 20:15:00.0000000,99,902.0,3695.6995,7.6129999,3670.0,3742.5796,7.842
2020-03-19 20:30:00.0000000,100,895.0,3649.7861,7.704,3631.0,3702.5789,7.855
2020-03-19 20:45:00.0000000,101,884.0,3576.7927,7.665,3610.0,3678.3369,7.9460001
2020-03-19 21:00:00.0000000,102,891.0,3532.521,7.9070001,3614.0,3677.2864,7.9489999
2020-03-19 21:15:00.0000000,103,885.0,3492.5981,7.7789998,3616.0,3679.7188,7.9460001
2020-03-19 21:30:00.0000000,104,885.0,3480.6458,7.8470001,3610.0,3672.7339,8.1400003
2020-03-19 21:45:00.0000000,105,900.0,3426.1853,7.6729999,3633.0,3698.0981,8.0100002
2020-03-19 22:00:00.0000000,106,902.0,3432.5156,7.7210002,3651.0,3720.0571,7.822
2020-03-19 22:15:00.0000000,107,902.0,3360.1421,7.7010002,3655.0,3724.3586,7.7750001
2020-03-19 22:30:00.0000000,108,899.0,3319.4673,7.579,3645.0,3713.9297,7.8379998
2020-03-19 22:45:00.0000000,109,889.0,3295.3181,7.5879998,3632.0,3698.4954,7.9840002
2020-03-19 23:00:00.0000000,110,893.0,3255.292,7.7870002,3639.0,3706.1782,7.9390001
2020-03-19 23:15:00.0000000,111,886.0,3266.6091,7.7620001,3621.0,3684.8645,8.25
2020-03-19 23:30:00.0000000,112,886.0,3256.2266,7.7459998,3638.0,3700.4417,8.1499996
2020-03-19 23:45:00.0000000,113,886.0,3265.6807,7.8140001,3642.0,3704.4971,8.0900002
2020-03-20 00:00:00.0000000,114,904.0,3237.801,7.7789998,3652.0,3738.9351,8.0200005
2020-03-20 00:15:00.0000000,115,899.0,3202.592,7.723,3638.0,3697.5747,8.0500002
2020-03-20 00:30:00.0000000,116,902.0,3197.1831,7.7519999,3639.0,3702.8525,7.941
2020-03-20 00:45:00.0000000,117,903.0,3199.7742,7.7329998,3626.0,3691.3291,8.0100002
2020-03-20 01:00:00.0000000,118,892.0,3175.8669,7.7610002,3627.0,3692.1589,8.0100002
2020-03-20 01:15:00.0000000,119,894.0,3165.6353,7.717,3618.0,3681.6909,8.1099997
2020-03-20 01:30:00.0000000,120,891.0,3184.9294,7.777,3606.0,3669.0828,8.2600002
2020-03-20 01:45:00.0000000,121,888.0,3257.2737,7.8239999,3610.0,3673.2861,8.2600002
2020-03-20 02:00:00.0000000,122,891.0,3252.6389,8.04,3599.0,3660.5303,8.4099998
2020-03-20 02:15:00.0000000,123,906.0,3206.9204,7.8730001,3619.0,3682.7524,8.1099997
2020-03-20 02:30:00.0000000,124,897.0,3219.5574,7.8179998,3624.0,3689.6287,8.0100002
2020-03-20 02:45:00.0000000,125,906.0,3225.9685,7.855,3623.0,3688.7729,7.9130001
2020-03-20 03:00:00.0000000,126,902.0,3263.2827,7.7259998,3621.0,3687.5222,7.8709998
2020-03-20 03:15:00.0000000,127,892.0,3244.3389,7.802,3605.0,3669.134,7.994
2020-03-20 03:30:00.0000000,128,894.0,3274.0999,7.862,3589.0,3650.6396,8.1300001
2020-03-20 03:45:00.0000000,129,902.0,3264.4424,8.04,3569.0,3629.0344,8.2700005
2020-03-20 04:00:00.0000000,130,890.0,3319.3159,8.0,3559.0,3617.0256,8.2399998
2020-03-20 04:15:00.0000000,131,890.0,3318.0706,7.9959998,3553.0,3610.4631,8.2200003
2020-03-20 04:30:00.0000000,132,905.0,3359.1924,8.0100002,3542.0,3598.4468,8.2399998
2020-03-20 04:45:00.0000000,133,898.0,3343.6763,7.96,3535.0,3589.9167,8.2600002
2020-03-20 05:00:00.0000000,134,899.0,3330.4885,7.9000001,3520.0,3573.8091,8.3299999
2020-03-20 05:15:00.0000000,135,899.0,3342.0999,7.7849998,3527.0,3584.4656,8.0600004
2020-03-20 05:30:00.0000000,136,888.0,3309.7603,7.8270001,3512.0,3571.1235,8.1099997
2020-03-20 05:45:00.0000000,137,895.0,3303.1235,7.9759998,3509.0,3572.0862,8.0600004
2020-03-20 06:00:00.0000000,138,897.0,3333.3289,7.9970002,3502.0,3561.908,8.1300001
2020-03-20 06:15:00.0000000,139,895.0,3357.6177,8.25,3480.0,3533.1072,8.3400002
2020-03-20 06:30:00.0000000,140,888.0,3360.3857,8.04,3485.0,3538.5632,8.29
2020-03-20 06:45:00.0000000,141,905.0,3358.6477,8.1199999,3474.0,3525.3877,8.3299999
2020-03-20 07:00:00.0000000,142,894.0,3385.8506,7.947,3469.0,3526.2214,8.2700005
2020-03-20 07:15:00.0000000,143,892.0,3367.7498,7.9050002,3461.0,3510.3477,8.3400002
2020-03-20 07:30:00.0000000,144,900.0,3373.6707,7.9089999,3469.0,3520.3154,8.1400003
2020-03-20 07:45:00.0000000,145,888.0,3412.1213,7.9439998,3460.0,3513.7463,8.1400003
2020-03-20 08:00:00.0000000,146,890.0,3402.885,7.9320002,3450.0,3504.6379,8.2700005
2020-03-20 08:15:00.0000000,147,896.0,3415.7661,8.0500002,3467.0,3518.9558,8.1999998
2020-03-20 08:30:00.0000000,148,894.0,3444.6162,8.0600004,3454.0,3505.4575,8.3100004
2020-03-20 08:45:00.0000000,149,890.0,3460.0029,8.1300001,3448.0,3496.4778,8.3599997
2020-03-20 09:00:00.0000000,150,904.0,3488.5908,8.1400003,3448.0,3495.8748,8.3299999
2020-03-20 09:15:00.0000000,151,894.0,3461.9856,8.0100002,3444.0,3490.6946,8.3699999
2020-03-20 09:30:00.0000000,152,894.0,3472.9756,8.0600004,3440.0,3484.7917,8.4099998
2020-03-20 09:45:00.0000000,153,898.0,3469.9795,7.9369998,3448.0,3494.7585,8.2600002
2020-03-20 10:00:00.0000000,154,887.0,3479.1594,7.954,3450.0,3498.3477,8.1899996
2020-03-20 10:15:00.0000000,155,891.0,3482.0557,7.9990001,3432.0,3479.8142,8.3599997
2020-03-20 10:30:00.0000000,156,894.0,3501.6716,8.1000004,3439.0,3488.614,8.1899996
2020-03-20 10:45:00.0000000,157,899.0,3498.2927,8.1999998,3428.0,3477.75,8.29
2020-03-20 11:00:00.0000000,158,891.0,3516.811,8.1499996,3428.0,3476.9458,8.29
2020-03-20 11:15:00.0000000,159,902.0,3557.5479,8.1099997,3420.0,3466.6003,8.4099998
2020-03-20 11:30:00.0000000,160,895.0,3539.9753,8.1099997,3421.0,3466.814,8.4300003
2020-03-20 11:45:00.0000000,161,896.0,3593.363,8.0699997,3429.0,3477.2163,8.2700005
2020-03-20 12:00:00.0000000,162,893.0,3580.5422,8.0,3430.0,3477.3115,8.4200001
2020-03-20 12:15:00.0000000,163,895.0,3569.7842,8.2200003,3445.0,3492.6541,8.3800001
2020-03-20 12:30:00.0000000,164,895.0,3557.9268,8.0699997,3460.0,3511.1536,8.25
2020-03-20 12:45:00.0000000,165,897.0,3563.3074,8.1300001,3458.0,3508.2603,8.3699999
2020-03-20 13:00:00.0000000,166,900.0,3587.1011,8.2600002,3458.0,3507.9832,8.4499998
2020-03-20 13:15:00.0000000,167,905.0,3592.2229,8.3199997,3468.0,3518.5398,8.3900003
2020-03-20 13:30:00.0000000,168,909.0,3602.573,8.2299995,3491.0,3542.8599,8.3800001
2020-03-20 13:45:00.0000000,169,900.0,3591.3406,8.1199999,3504.0,3554.895,8.5200005
2020-03-20 14:00:00.0000000,170,904.0,3558.3579,8.25,3523.0,3571.5154,8.5299997
2020-03-20 14:15:00.0000000,171,902.0,3548.501,8.1899996,3544.0,3600.6436,8.4300003
2020-03-20 14:45:00.0000000,0,904.0,3552.1292,8.3000002,3588.0,3648.8674,8.2600002
2020-03-20 15:00:00.0000000,1,907.0,3547.8862,8.21,3597.0,3658.7122,8.2799997
2020-03-20 15:15:00.0000000,2,907.0,3549.7373,8.2700005,3616.0,3679.0171,8.3900003
2020-03-20 15:30:00.0000000,3,914.0,3539.4189,8.25,3630.0,3693.6284,8.6099997
2020-03-20 15:45:00.0000000,4,916.0,3518.5193,8.2299995,3659.0,3724.7678,8.5600004
2020-03-20 16:00:00.0000000,5,913.0,3507.4189,8.25,3690.0,3758.3284,8.46
2020-03-20 16:15:00.0000000,6,913.0,3511.6162,8.2299995,3714.0,3784.2554,8.4499998
2020-03-20 16:30:00.0000000,7,910.0,3546.7065,8.1000004,3734.0,3805.2561,8.5
2020-03-20 16:45:00.0000000,8,901.0,3538.0828,8.1400003,3757.0,3830.063,8.3900003
2020-03-20 17:00:00.0000000,9,917.0,3496.3438,8.3800001,3757.0,3831.7646,8.3500004
2020-03-20 17:15:00.0000000,10,916.0,3476.1763,8.3999996,3734.0,3808.5857,8.5100002
2020-03-20 17:30:00.0000000,11,916.0,3467.5979,8.3800001,3735.0,3810.6526,8.3900003
2020-03-20 17:45:00.0000000,12,921.0,3470.9436,8.3800001,3706.0,3776.5752,8.6099997
2020-03-20 18:00:00.0000000,13,925.0,3500.8938,8.3599997,3689.0,3756.8906,8.5500002
2020-03-20 18:15:00.0000000,14,919.0,3479.6704,8.5299997,3662.0,3727.7322,8.6899996
2020-03-20 18:30:00.0000000,15,908.0,3472.167,8.2399998,3648.0,3712.2876,8.6599998
2020-03-20 18:45:00.0000000,16,907.0,3452.8374,8.3100004,3631.0,3693.7041,8.6099997
2020-03-20 19:00:00.0000000,17,894.0,3440.7556,8.3299999,3625.0,3688.311,8.4499998
2020-03-20 19:15:00.0000000,18,906.0,3419.6851,8.3999996,3609.0,3671.0784,8.4499998
2020-03-20 19:30:00.0000000,19,906.0,3442.2014,8.4300003,3588.0,3650.8955,8.4200001
2020-03-20 19:45:00.0000000,20,906.0,3417.1301,8.4899998,3564.0,3627.825,8.5
2020-03-20 20:00:00.0000000,21,913.0,3469.3245,8.4700003,3539.0,3597.2271,8.6800003
2020-03-20 20:15:00.0000000,22,921.0,3461.2957,8.4300003,3523.0,3576.2673,8.75
2020-03-20 20:30:00.0000000,23,906.0,3463.2556,8.4899998,3520.0,3573.2908,8.6800003
2020-03-20 20:45:00.0000000,24,905.0,3466.7722,8.3900003,3507.0,3558.1946,8.79
2020-03-20 21:00:00.0000000,25,901.0,3470.9041,8.3400002,3520.0,3569.1572,8.75
2020-03-20 21:15:00.0000000,26,892.0,3439.6089,8.4499998,3526.0,3574.9219,8.8199997
2020-03-20 21:30:00.0000000,27,901.0,3358.3862,8.4200001,3545.0,3600.2258,8.6000004
2020-03-20 21:45:00.0000000,28,908.0,3371.8918,8.5799999,3553.0,3610.897,8.4200001
2020-03-20 22:00:00.0000000,29,908.0,3382.5283,8.5600004,3547.0,3605.9575,8.6199999
2020-03-20 22:15:00.0000000,30,918.0,3364.8008,8.5900002,3560.0,3624.1931,8.4700003
2020-03-20 22:30:00.0000000,31,927.0,3402.1553,8.6300001,3546.0,3607.907,8.6599998
2020-03-20 22:45:00.0000000,32,916.0,3437.8684,8.5,3547.0,3604.8213,8.7299995
2020-03-20 23:00:00.0000000,33,910.0,3434.9429,8.4300003,3549.0,3604.8132,8.8199997
2020-03-20 23:15:00.0000000,34,908.0,3444.7664,8.46,3550.0,3605.8491,8.8100004
2020-03-20 23:30:00.0000000,35,900.0,3452.6294,8.6300001,3552.0,3606.1362,8.8500004
2020-03-20 23:45:00.0000000,36,905.0,3488.2888,8.6000004,3551.0,3602.5,8.9300003
2020-03-21 00:00:00.0000000,37,912.0,3522.3584,8.6099997,3561.0,3617.3928,8.79
2020-03-21 00:15:00.0000000,38,912.0,3492.5989,8.6099997,3564.0,3622.5056,8.6800003
2020-03-21 00:30:00.0000000,39,925.0,3490.0464,8.6800003,3562.0,3621.6821,8.7200003
2020-03-21 00:45:00.0000000,40,927.0,3519.5337,8.5799999,3562.0,3624.6311,8.79
2020-03-21 01:00:00.0000000,41,926.0,3542.0112,8.6000004,3559.0,3624.8657,8.8999996
2020-03-21 01:15:00.0000000,42,914.0,3585.0552,8.4899998,3578.0,3639.5984,8.8500004
2020-03-21 01:30:00.0000000,43,910.0,3607.9399,8.5299997,3593.0,3652.4346,8.9099998
2020-03-21 01:45:00.0000000,44,904.0,3616.1768,8.54,3600.0,3658.2412,9.1199999
2020-03-21 02:00:00.0000000,45,910.0,3646.1106,8.6000004,3617.0,3676.0649,8.9700003
2020-03-21 02:15:00.0000000,46,917.0,3643.7808,8.7399998,3626.0,3684.9243,8.8999996
2020-03-21 02:30:00.0000000,47,922.0,3665.614,8.7600002,3645.0,3705.668,8.8000002
2020-03-21 02:45:00.0000000,48,935.0,3686.5203,8.7600002,3641.0,3704.3706,8.9099998
2020-03-21 03:00:00.0000000,49,934.0,3700.1548,8.6700001,3661.0,3726.8621,8.7600002
2020-03-21 03:15:00.0000000,50,934.0,3729.4761,8.7299995,3657.0,3723.5166,8.8699999
2020-03-21 03:30:00.0000000,51,929.0,3722.9866,8.6499996,3665.0,3730.3562,8.8900003
2020-03-21 03:45:00.0000000,52,919.0,3757.0269,8.6099997,3665.0,3725.3386,9.0699997
2020-03-21 04:00:00.0000000,53,912.0,3804.0869,8.6199999,3675.0,3739.3677,9.0100002
2020-03-21 04:15:00.0000000,54,920.0,3768.4639,8.71,3688.0,3754.6553,8.9799995
2020-03-21 04:30:00.0000000,55,922.0,3778.7439,8.7399998,3700.0,3764.6265,9.0299997
2020-03-21 04:45:00.0000000,56,929.0,3775.1523,8.79,3713.0,3777.9233,9.0299997
2020-03-21 05:00:00.0000000,57,943.0,3848.355,8.7799997,3735.0,3805.9492,8.8000002
2020-03-21 05:15:00.0000000,58,939.0,3821.4722,8.71,3729.0,3800.7937,8.8900003
2020-03-21 05:30:00.0000000,59,941.0,3811.2883,8.8299999,3736.0,3809.0977,8.8599997
2020-03-21 05:45:00.0000000,60,941.0,3806.8428,8.71,3729.0,3804.4399,8.9899998
2020-03-21 06:00:00.0000000,61,931.0,3803.1165,8.8999996,3739.0,3809.7241,9.04
2020-03-21 06:15:00.0000000,62,923.0,3803.3198,8.7700005,3745.0,3814.0044,9.1599998
2020-03-21 06:30:00.0000000,63,932.0,3804.9241,8.9399996,3762.0,3832.0676,9.0299997
2020-03-21 06:45:00.0000000,64,932.0,3797.8826,8.9700003,3782.0,3848.2361,9.0100002
2020-03-21 07:00:00.0000000,65,930.0,3801.1519,8.8400002,3793.0,3864.8953,8.96
2020-03-21 07:15:00.0000000,66,953.0,3816.7563,8.8699999,3806.0,3883.0923,8.75
2020-03-21 07:30:00.0000000,67,949.0,3815.1853,8.9200001,3793.0,3867.6294,8.9700003
2020-03-21 07:45:00.0000000,68,947.0,3830.5398,8.8199997,3803.0,3879.4478,8.8900003
2020-03-21 08:00:00.0000000,69,946.0,3898.9648,8.71,3804.0,3880.9866,8.9799995
2020-03-21 08:15:00.0000000,70,931.0,3890.6404,8.7299995,3806.0,3882.3269,9.0200005
2020-03-21 08:30:00.0000000,71,929.0,3865.511,8.7799997,3805.0,3880.3811,9.0900002
2020-03-21 08:45:00.0000000,72,930.0,3857.3628,8.75,3819.0,3894.2588,9.1300001
2020-03-21 09:00:00.0000000,73,931.0,3881.4929,8.7600002,3835.0,3910.9829,9.0600004
2020-03-21 09:15:00.0000000,74,931.0,3892.3689,8.8000002,3849.0,3926.5796,8.96
2020-03-21 09:30:00.0000000,75,959.0,3858.4128,8.8500004,3859.0,3937.5713,8.9300003
2020-03-21 09:45:00.0000000,76,951.0,3837.7524,8.8000002,3867.0,3948.8506,8.9099998
2020-03-21 10:00:00.0000000,77,951.0,3827.2654,8.8199997,3868.0,3950.4609,8.9700003
2020-03-21 10:15:00.0000000,78,951.0,3869.0908,8.6999998,3875.0,3954.2817,9.1199999
2020-03-21 10:30:00.0000000,79,940.0,3904.283,8.6700001,3877.0,3955.4617,9.2200003
2020-03-21 10:45:00.0000000,80,932.0,3887.6179,8.6599998,3891.0,3970.2729,9.1700001
2020-03-21 11:00:00.0000000,81,938.0,3863.5112,8.8500004,3902.0,3980.9436,9.1599998
2020-03-21 11:15:00.0000000,82,937.0,3872.6021,8.7799997,3920.0,3995.938,9.1499996
2020-03-21 11:30:00.0000000,83,946.0,3904.3948,9.21,3934.0,4013.6187,9.0900002
2020-03-21 11:45:00.0000000,84,961.0,3911.2087,8.8900003,3947.0,4031.7266,8.9200001
2020-03-21 12:00:00.0000000,85,955.0,3878.7397,8.8400002,3953.0,4038.2842,8.8599997
2020-03-21 12:15:00.0000000,86,952.0,3915.9761,8.6400003,3955.0,4039.8743,8.9200001
2020-03-21 12:30:00.0000000,87,953.0,3908.1394,8.6899996,3954.0,4039.1602,8.9499998
2020-03-21 12:45:00.0000000,88,947.0,3918.4319,8.6999998,3950.0,4034.1484,9.0600004
2020-03-21 13:00:00.0000000,89,936.0,3958.8662,8.71,3940.0,4022.4917,9.2799997
2020-03-21 13:15:00.0000000,90,937.0,3960.8933,8.71,3950.0,4032.2925,9.1899996
2020-03-21 13:30:00.0000000,91,939.0,3949.8909,8.7799997,3955.0,4038.3281,9.1199999
2020-03-21 13:45:00.0000000,92,940.0,3995.6975,8.8199997,3959.0,4041.4856,9.2200003
2020-03-21 14:00:00.0000000,93,960.0,4000.1704,8.8299999,3985.0,4070.5574,8.96
2020-03-21 14:15:00.0000000,94,957.0,3985.8865,8.79,3982.0,4069.5945,8.9099998
2020-03-21 14:30:00.0000000,95,954.0,3956.2061,8.6599998,3974.0,4063.5657,8.9099998
2020-03-21 14:45:00.0000000,96,952.0,3934.1223,8.6499996,3962.0,4053.3997,8.9099998
2020-03-21 15:00:00.0000000,97,944.0,3823.052,8.7600002,3955.0,4041.6238,8.9799995
2020-03-21 15:15:00.0000000,98,943.0,3822.3569,8.75,3943.0,4026.2654,9.21
