TIMESTAMP,WP1(10cm),WP2(30cm),TempMPS1(10cm),TempMPS2(30cm),VWC1(10cm),VWC2(30cm),VWC3(60cm),VWC4(115cm),EC1(10cm),EC2(30cm),EC3(60cm),EC4(115cm),Temp5TE1(10cm),Temp5TE2(30cm),Temp5TE3(60cm),Temp5TE4(115cm)
MST,kPa,kPa,degC,degC,m3/m3,m3/m3,m3/m3,m3/m3,dS/m,dS/m,dS/m,dS/m,degC,degC,degC,degC
1/1/2016 0:00,-19.6,-7.9,0.4,2.2,0.196,0.172,0.189,0.296,0.05,0.02,0.05,0.03,1,2.4,3.6,5.4
1/1/2016 0:15,-19.4,-7.9,0.3,2.2,0.196,0.171,0.189,0.296,0.05,0.02,0.05,0.03,1,2.3,3.5,5.4
1/1/2016 0:30,-19.1,-7.9,0.4,2.2,0.196,0.172,0.189,0.296,0.05,0.02,0.05,0.03,0.9,2.4,3.6,5.5
1/1/2016 0:45,-18.8,-7.9,0.4,2.2,0.196,0.172,0.189,0.296,0.05,0.02,0.05,0.03,1,2.4,3.6,5.4
1/1/2016 1:00,-18.6,-7.9,0.4,2.2,0.196,0.171,0.189,0.296,0.05,0.02,0.05,0.03,1,2.4,3.6,5.4
1/1/2016 1:15,-18.4,-7.9,0.4,2.2,0.197,0.171,0.189,0.296,0.05,0.02,0.05,0.03,1,2.3,3.5,5.4
1/1/2016 1:30,-18.1,-7.9,0.3,2.2,0.197,0.171,0.189,0.296,0.05,0.01,0.05,0.03,1,2.4,3.6,5.4
1/1/2016 1:45,-17.9,-7.9,0.4,2.2,0.196,0.171,0.189,0.296,0.05,0.01,0.05,0.03,1,2.3,3.5,5.4
1/1/2016 2:00,-17.7,-7.9,0.3,2.2,0.196,0.171,0.189,0.296,0.05,0.02,0.05,0.03,1,2.3,3.5,5.4
1/1/2016 2:15,-17.4,-7.9,0.4,2.2,0.196,0.171,0.189,0.296,0.05,0.02,0.05,0.03,1,2.3,3.6,5.4
1/1/2016 2:30,-17.2,-7.9,0.4,2.2,0.196,0.171,0.189,0.296,0.05,0.02,0.05,0.03,1,2.4,3.5,5.4
1/1/2016 2:45,-16.9,-7.9,0.4,2.2,0.196,0.171,0.189,0.296,0.05,0.01,0.05,0.03,1,2.4,3.6,5.4
1/1/2016 3:00,-16.7,-7.9,0.4,2.2,0.196,0.171,0.189,0.296,0.05,0.01,0.05,0.03,1,2.3,3.5,5.4
1/1/2016 3:15,-16.5,-7.9,0.4,2.2,0.196,0.171,0.189,0.296,0.05,0.02,0.05,0.03,0.9,2.3,3.5,5.4
1/1/2016 3:30,-16.3,-7.9,0.4,2.2,0.196,0.172,0.189,0.296,0.04,0.01,0.05,0.03,1,2.3,3.6,5.4
1/1/2016 3:45,-16.1,-7.9,0.4,2.2,0.196,0.171,0.189,0.296,0.05,0.01,0.05,0.03,1,2.3,3.5,5.4
1/1/2016 4:00,-15.9,-7.9,0.4,2.2,0.196,0.171,0.189,0.296,0.05,0.02,0.05,0.03,1,2.4,3.6,5.4
