DateTime.MST,Record,DiffVolt_30cm.mV,DiffVolt_140cm.mV,SoilO2_30cm.percent.0-100,SoilO2_140cm.percent.0-100,ApogeeTemp_30cm.deg.C ,ApogeeTemp_140cm.deg.C ,CO2lo_30cm.ppm,CO2hi_30cm.ppm,GPTemp_30cm.deg.C,CO2lo_140cm.ppm,CO2hi_140cm.ppm,GPTemp_140cm.deg.C
2017-02-23 13:00:00,70,45.169998,42.27,18.290001,17.280001000000002,3.875,4.0050001,167.5676,167.5676,10.99,5040.542,5189.1899,10.77
2017-02-23 14:00:00,71,45.16,42.299999,18.280001000000002,17.290001,3.895,4.026,91.89190699999999,91.89190699999999,10.69,5039.1899,5232.4331,10.41
2017-02-23 15:00:00,72,45.16,42.299999,18.280001000000002,17.290001,3.8889998999999995,4.0190001,43.243252000000005,43.243252000000005,10.75,5024.3252,5227.0278,10.36
2017-02-23 16:00:00,73,45.16,42.299999,18.280001000000002,17.290001,3.9100001000000004,4.0190001,37.837841,37.837841,10.99,5004.0542,5248.6499,10.55
2017-02-23 17:00:00,74,45.23,42.23,18.309998999999998,17.26,3.9210000000000003,4.040999899999999,10.81081,10.81081,10.99,5020.9458,5183.7842,10.67
2017-02-23 18:00:00,75,45.16,42.220001,18.280001000000002,17.25,3.9539999999999997,4.040999899999999,32.43243,32.43243,10.78,5001.3521,5210.812,10.54
2017-02-23 19:00:00,76,45.16,42.189999,18.280001000000002,17.24,3.9760001000000003,4.052,5.405406,5.405406,10.9,4971.6221,5243.2441,10.37
2017-02-23 20:00:00,77,45.16,42.189999,18.280001000000002,17.24,4.0190001,4.0619998,32.43243,32.43243,10.67,4918.2441,5064.8652,10.71
2017-02-23 21:00:00,78,45.220001,42.220001,18.309998999999998,17.25,4.0619998,4.0619998,10.81081,10.81081,10.93,4844.5962,5113.5142,10.58
2017-02-23 22:00:00,79,45.23,42.299999,18.309998999999998,17.290001,4.1279997999999996,4.0619998,10.81081,10.81081,10.9,4792.5679,4978.3789,10.32
2017-02-23 23:00:00,80,45.23,42.299999,18.309998999999998,17.290001,4.1929998,4.0619998,32.43243,32.43243,10.93,4756.082,4945.9458,10.64
2017-02-24 00:00:00,81,45.259997999999996,42.369999,18.33,17.32,4.257999900000001,4.0619998,8.1081095,8.1081095,10.96,4745.9458,4897.2979,10.69
2017-02-24 01:00:00,82,45.299999,42.369999,18.34,17.32,4.323,4.084000100000001,32.43243,32.43243,11.21,4759.46,4967.5679,10.85
2017-02-24 02:00:00,83,45.299999,42.369999,18.34,17.32,4.4099998,4.084000100000001,8.1081095,8.1081095,10.81,4709.46,4859.46,10.66
2017-02-24 03:00:00,84,45.259997999999996,42.369999,18.33,17.32,4.4710002,4.085,32.43243,32.43243,11.19,4681.7568,4870.271,10.56
2017-02-24 04:00:00,85,45.23,42.369999,18.309998999999998,17.32,4.5190000999999995,4.084000100000001,59.45946899999999,59.45946899999999,11.52,4675.0,4913.5142,10.31
2017-02-24 05:00:00,86,45.23,42.400002,18.309998999999998,17.33,4.585,4.1059999,37.837841,37.837841,11.06,4658.1079,4945.9458,10.36
2017-02-24 06:00:00,87,45.23,42.400002,18.309998999999998,17.33,4.6290002,4.1069999,81.08109300000001,81.08109300000001,11.14,4645.9468,4918.9189,10.81
2017-02-24 07:00:00,88,45.16,42.369999,18.280001000000002,17.32,4.672999900000001,4.1079998,64.864868,64.864868,11.47,4642.5679,4816.2168,10.86
2017-02-24 08:00:00,89,45.16,42.369999,18.280001000000002,17.32,4.7150002,4.1220002000000004,102.7027,102.7027,11.36,4620.271,4837.8379,10.79
2017-02-24 09:00:00,90,44.889998999999996,42.369999,18.17,17.32,4.7589998,4.1279997999999996,81.08109300000001,81.08109300000001,11.19,4587.8379,4740.541,10.53
2017-02-24 10:00:00,91,45.16,42.360001000000004,18.280001000000002,17.309998999999998,4.7870002000000005,4.1329999,105.4054,105.4054,11.57,4599.3252,4908.1089,10.39
2017-02-24 11:00:00,92,45.16,42.360001000000004,18.280001000000002,17.309998999999998,4.8309999,4.139999899999999,135.1351,135.1351,11.58,4569.5952,4783.7852,10.78
2017-02-24 12:00:00,93,45.16,42.360001000000004,18.280001000000002,17.309998999999998,4.8530002,4.1560001,113.5135,113.5135,11.17,4551.3521,4767.5669,10.8
2017-02-24 13:00:00,94,45.189999,42.43,18.299999,17.34,4.8839998,4.1539998,129.72971,129.72971,11.45,4527.7031,4751.3521,10.41
2017-02-24 14:00:00,95,45.23,42.43,18.309998999999998,17.35,4.9120002000000005,4.1490002,86.48650400000001,86.48650400000001,11.7,4526.3521,4832.4331,10.48
2017-02-24 15:00:00,96,45.23,42.43,18.309998999999998,17.35,4.933000099999999,4.171,59.45946899999999,59.45946899999999,11.45,4533.7842,4794.5952,10.4
2017-02-24 16:00:00,97,45.23,42.400002,18.309998999999998,17.33,4.954999900000001,4.171,10.81081,10.81081,11.36,4522.2979,4772.9741,10.41
2017-02-24 17:00:00,98,45.220001,42.360001000000004,18.309998999999998,17.309998999999998,4.9829998,4.1929998,10.81081,10.81081,11.44,4517.5679,4751.3521,10.89
2017-02-24 18:00:00,99,45.16,42.32,18.280001000000002,17.299999,5.0209999000000005,4.1929998,32.43243,32.43243,11.48,4486.4868,4729.73,10.59
2017-02-24 19:00:00,100,45.150002,42.290001000000004,18.280001000000002,17.280001000000002,5.0640000999999994,4.2140002,10.81081,10.81081,11.3,4460.1362,4686.4868,10.81
2017-02-24 20:00:00,101,45.150002,42.290001000000004,18.280001000000002,17.280001000000002,5.1069999,4.2129997999999995,32.43243,32.43243,11.61,4409.46,4675.6758,10.44
2017-02-24 21:00:00,102,45.150002,42.290001000000004,18.280001000000002,17.280001000000002,5.1630001,4.2150002,10.81081,10.81081,11.82,4364.8652,4600.0,10.97
2017-02-24 22:00:00,103,45.119999,42.290001000000004,18.26,17.280001000000002,5.2280002,4.2360001,32.43243,32.43243,12.02,4306.082,4578.3789,10.42
2017-02-24 23:00:00,104,45.099998,42.299999,18.25,17.290001,5.3049998,4.2360001,43.243252000000005,43.243252000000005,12.12,4279.0552,4508.1079,10.71
2017-02-25 00:00:00,105,45.099998,42.299999,18.25,17.290001,5.369999900000001,4.2360001,8.1081095,8.1081095,11.94,4245.271,4437.8379,10.76
2017-02-25 01:00:00,106,45.029999,42.299999,18.219998999999998,17.290001,5.4580002,4.2470002000000004,32.43243,32.43243,11.88,4261.4868,4502.7031,10.9
2017-02-25 02:00:00,107,45.029999,42.299999,18.219998999999998,17.290001,5.5240002,4.257999900000001,8.1081095,8.1081095,11.61,4235.1362,4427.0269,10.81
2017-02-25 03:00:00,108,45.029999,42.27,18.219998999999998,17.27,5.5890002,4.257999900000001,32.43243,32.43243,12.08,4264.8662,4502.7031,10.77
2017-02-25 04:00:00,109,45.029999,42.299999,18.219998999999998,17.290001,5.6339998,4.2810001,5.405406,5.405406,12.18,4246.6221,4508.1079,10.71
2017-02-25 05:00:00,110,45.0,42.23,18.209999,17.26,5.6820002,4.2839999,21.62162,21.62162,11.86,4268.9189,4545.9458,10.43
2017-02-25 06:00:00,111,44.970001,42.23,18.200001,17.26,5.7280002,4.308000099999999,35.135139,35.135139,12.11,4254.0542,4556.7568,10.76
2017-02-25 07:00:00,112,44.970001,42.240002000000004,18.200001,17.26,5.7719998,4.308000099999999,5.405406,5.405406,12.24,4262.8379,4459.46,11.02
2017-02-25 08:00:00,113,44.900002,42.169998,18.17,17.23,5.7940001,4.3140000999999994,32.43243,32.43243,11.96,4283.7842,4518.9189,10.73
2017-02-25 09:00:00,114,44.830002,42.169998,18.139999,17.23,5.8179998,4.3319998,32.43243,32.43243,12.36,4275.6758,4524.3252,10.71
2017-02-25 10:00:00,115,44.830002,42.099998,18.139999,17.200001,5.8390002,4.3309999,81.08109300000001,81.08109300000001,12.01,4281.082,4524.3252,10.98
2017-02-25 11:00:00,116,44.759997999999996,42.099998,18.110001,17.200001,5.8390002,4.3530002,75.675682,75.675682,12.5,4297.9741,4583.7842,10.5
2017-02-25 12:00:00,117,44.73,42.029999,18.1,17.17,5.8600001,4.3520002,102.7027,102.7027,11.94,4301.3521,4556.7568,11.09
2017-02-25 13:00:00,118,44.700001,42.029999,18.08,17.17,5.8600001,4.3740001,135.1351,135.1351,12.57,4250.0,4437.8379,10.79
2017-02-25 14:00:00,119,44.689999,42.029999,18.08,17.17,5.8790002,4.3769999,70.270279,70.270279,12.21,4248.6489,4540.541,10.51
2017-02-25 15:00:00,120,44.759997999999996,42.029999,18.110001,17.17,5.8759999,4.3899999,70.270279,70.270279,12.09,4233.7842,4567.5679,10.7
2017-02-25 16:00:00,121,44.689999,41.959998999999996,18.08,17.139999,5.8920002,4.4060001,43.243252000000005,43.243252000000005,12.22,4306.7568,4545.9458,10.84
2017-02-25 17:00:00,122,44.630001,41.900002,18.049999,17.110001,5.9029999,4.4169998,54.054069999999996,54.054069999999996,12.57,4362.1631,4600.0,11.14
2017-02-25 18:00:00,123,44.66,41.970001,18.07,17.139999,5.9039998,4.4180002,37.837841,37.837841,12.15,4285.1362,4491.8931,10.67
2017-02-25 19:00:00,124,44.639998999999996,41.970001,18.059998999999998,17.139999,5.933000099999999,4.4460001,10.81081,10.81081,12.42,4315.541,4562.1631,11.22
2017-02-25 20:00:00,125,44.799999,41.970001,18.129998999999998,17.139999,5.9390000999999994,4.452000099999999,32.43243,32.43243,12.66,4336.4868,4578.3789,10.88
2017-02-25 21:00:00,126,44.799999,41.970001,18.129998999999998,17.139999,5.961,4.474,10.81081,10.81081,12.55,4372.9741,4675.6758,10.74
2017-02-25 22:00:00,127,44.77,41.939999,18.110001,17.129998999999998,5.9829998,4.474,32.43243,32.43243,12.56,4427.0269,4697.2979,10.58
2017-02-25 23:00:00,128,44.84,42.040001000000004,18.139999,17.17,5.9829998,4.4959998,10.81081,10.81081,12.36,4309.46,4551.3521,10.85
2017-02-26 00:00:00,129,44.98,42.110001000000004,18.200001,17.200001,5.9829998,4.4959998,10.81081,10.81081,12.38,4295.9458,4475.6758,10.88
2017-02-26 01:00:00,130,44.950001,42.18,18.190001000000002,17.24,5.9889998,4.5170002,32.43243,32.43243,12.63,4312.8379,4513.5142,10.75
2017-02-26 02:00:00,131,45.049999,42.18,18.23,17.24,5.974,4.5240002,10.81277,10.81277,12.57,4397.4199,4719.7759,10.73
2017-02-26 03:00:00,132,45.119999,42.25,18.26,17.26,5.96,4.527,32.442249,32.442249,12.29,4411.4702,4644.6489,11.01
2017-02-26 04:00:00,133,45.189999,42.290001000000004,18.290001,17.280001000000002,5.9310002,4.553,10.81678,10.81678,12.46,4469.3569,4689.0732,11.17
2017-02-26 05:00:00,134,45.23,42.330002,18.309998999999998,17.299999,5.8979998,4.5630002,32.45327,32.45327,12.4,4477.1992,4743.5859,10.67
2017-02-26 06:00:00,135,45.27,42.330002,18.33,17.299999,5.867999999999999,4.577000099999999,40.56794,40.56794,12.61,4531.439,4765.3809,11.3
2017-02-26 07:00:00,136,45.27,42.360001000000004,18.33,17.32,5.816999900000001,4.5809999,5.409059,5.409059,12.09,4594.3188,4851.9258,10.68
2017-02-26 08:00:00,137,45.27,42.360001000000004,18.33,17.32,5.7620001,4.6020002,32.45435,32.45435,12.58,4667.3418,4884.3799,11.3
2017-02-26 09:00:00,138,45.23,42.360001000000004,18.309998999999998,17.32,5.7080002,4.6139998,5.409059,5.409059,12.39,4707.2329,4938.4712,10.78
2017-02-26 10:00:00,139,45.23,42.400002,18.309998999999998,17.33,5.6529999,4.625,32.45435,32.45435,12.12,4703.853,4900.6069,11.05
2017-02-26 11:00:00,140,45.330002,42.43,18.360001,17.35,5.5900002,4.6279997999999996,10.8181,10.8181,12.07,4758.6108,5025.0059,11.22
2017-02-26 12:00:00,141,45.330002,42.470001,18.360001,17.360001,5.526,4.651,10.81812,10.81812,12.23,4787.6938,4976.334,10.81
2017-02-26 13:00:00,142,45.400002,42.5,18.379998999999998,17.370001000000002,5.4590001,4.6609998,32.45435,32.45435,12.46,4824.2051,5025.0161,11.37
2017-02-26 14:00:00,143,45.43,42.529999,18.4,17.389999,5.401,4.6680002,10.81812,10.81812,12.28,4851.9258,5079.106,10.78
2017-02-26 15:00:00,144,45.43,42.529999,18.4,17.389999,5.3239999000000005,4.6900001,32.452869,32.452869,11.98,4916.6089,5100.5088,11.32
2017-02-26 16:00:00,145,45.459998999999996,42.560001,18.41,17.4,5.2680001,4.6939998,10.817730000000001,10.817730000000001,11.9,4887.585,5111.376,10.77
2017-02-26 17:00:00,146,45.549999,42.549999,18.450001,17.4,5.2080002,4.704999900000001,32.4436,32.4436,12.31,4967.25,5196.3818,11.17
2017-02-26 18:00:00,147,45.59,42.549999,18.459999,17.4,5.1350002,4.7199998,35.142078000000005,35.142078000000005,11.8,5041.5371,5195.6211,11.34
2017-02-26 19:00:00,148,45.619999,42.549999,18.48,17.4,5.0809999,4.7199998,10.81097,10.81097,12.12,5037.9121,5216.293,11.4
2017-02-26 20:00:00,149,45.66,42.59,18.49,17.41,5.0250001,4.7410002,32.43243,32.43243,11.85,5040.542,5227.0278,11.39
2017-02-26 21:00:00,150,45.66,42.59,18.49,17.41,4.9819999,4.742000099999999,10.811169999999999,10.811169999999999,11.98,5040.71,5162.335,11.09
2017-02-26 22:00:00,151,45.66,42.59,18.49,17.41,4.928,4.7639999,32.43721,32.43721,11.64,5038.5801,5330.5161,10.97
2017-02-26 23:00:00,152,45.689999,42.619999,18.51,17.43,4.8790002,4.77,10.81449,10.81449,12.0,5042.2559,5315.3218,11.02
2017-02-27 00:00:00,153,45.630001,42.630001,18.48,17.43,4.848,4.782000099999999,10.81808,10.81808,11.99,5039.8721,5327.9028,11.44
2017-02-27 01:00:00,154,45.599998,42.630001,18.469998999999998,17.43,4.8210001,4.7880001,156.8616,156.8616,11.97,5038.5029,5381.9771,10.87
2017-02-27 02:00:00,155,45.57,42.669998,18.459999,17.450001,4.7880001,4.7989998,248.81329,248.81329,11.79,5039.8208,5360.3042,11.46
2017-02-27 03:00:00,156,45.57,42.669998,18.459999,17.450001,4.756,4.7989998,362.3848,362.3848,11.77,5042.9619,5435.771,10.89
2017-02-27 04:00:00,157,45.540001000000004,42.669998,18.440001000000002,17.450001,4.7119999,4.8150001,411.08551,411.08551,11.57,5039.854,5457.7012,11.52
2017-02-27 05:00:00,158,45.57,42.669998,18.459999,17.450001,4.6680002,4.8210001,481.39800999999994,481.39800999999994,11.54,5042.5088,5446.8291,10.95
2017-02-27 06:00:00,159,45.57,42.669998,18.459999,17.450001,4.630000099999999,4.8210001,530.07178,530.07178,11.56,5037.0352,5495.439,11.39
2017-02-27 07:00:00,160,45.57,42.669998,18.459999,17.450001,4.6030002,4.842999900000001,540.89893,540.89893,11.45,5038.4731,5500.9419,11.15
2017-02-27 08:00:00,161,45.599998,42.700001,18.469998999999998,17.459999,4.559,4.842999900000001,594.9954799999999,594.9954799999999,11.48,5043.939,5533.4580000000005,11.28
2017-02-27 09:00:00,162,45.599998,42.700001,18.469998999999998,17.459999,4.5159998,4.842999900000001,603.09137,603.09137,11.44,5039.7339,5522.478,11.28
2017-02-27 10:00:00,163,45.599998,42.740002000000004,18.469998999999998,17.48,4.4720001,4.8540000999999995,662.59998,662.59998,11.54,5043.873,5592.8838,11.14
2017-02-27 11:00:00,164,45.639998999999996,42.740002000000004,18.49,17.48,4.433000099999999,4.8639998,649.08118,649.08118,11.62,5041.1982,5582.0981,11.44
2017-02-27 12:00:00,165,45.669998,42.77,18.5,17.49,4.3930001,4.862,605.79993,605.79993,11.52,5042.4731,5641.5122,10.97
2017-02-27 13:00:00,166,45.689999,42.759997999999996,18.51,17.49,4.3559999000000005,4.869,627.3887900000001,627.3887900000001,11.54,5040.7451,5662.7251,11.53
2017-02-27 14:00:00,167,45.720001,42.790001000000004,18.52,17.5,4.3130002,4.880000099999999,554.2418200000001,554.2418200000001,11.27,5036.8418,5574.8618,11.37
2017-02-27 15:00:00,168,45.759997999999996,42.790001000000004,18.540001,17.5,4.2849998,4.8730001,521.6217,521.6217,11.21,5037.8379,5621.6221,11.4
2017-02-27 16:00:00,169,45.779999,42.779999,18.549999,17.5,4.2340002,4.888,402.70279,402.70279,11.56,5040.542,5713.5142,11.59
2017-02-27 17:00:00,170,45.779999,42.779999,18.549999,17.5,4.2119999,4.888,313.51349,313.51349,11.03,5040.542,5659.46,11.27
