DateTime.EST,GPTemp_50cm.deg.C,GPTemp_70cm.deg.C,Total_Precip_mm,O2_50cm.percent.0-100,O2_70cm.percent.0-100,CO2_50cm.ppm,CO2_70cm.ppm
2020-03-19 22:15:00,7.701000200000001,7.775000099999999,-99999,-99999,-99999,902.0,3655.0
2020-03-19 22:30:00,7.579,7.8379997999999995,-99999,-99999,-99999,899.0,3645.0
2020-03-19 22:45:00,7.5879997999999995,7.9840002000000005,-99999,-99999,-99999,889.0,3632.0
2020-03-19 23:00:00,7.7870002000000005,7.939000099999999,-99999,-99999,-99999,893.0,3639.0
2020-03-19 23:15:00,7.762000099999999,8.25,-99999,-99999,-99999,886.0,3621.0
2020-03-19 23:30:00,7.745999799999999,8.1499996,-99999,-99999,-99999,886.0,3638.0
2020-03-19 23:45:00,7.814000099999999,8.0900002,-99999,-99999,-99999,886.0,3642.0
2020-03-20 00:00:00,7.778999799999999,8.0200005,-99999,-99999,-99999,904.0,3652.0
2020-03-20 00:15:00,7.723,8.050000200000001,-99999,-99999,-99999,899.0,3638.0
2020-03-20 00:30:00,7.751999900000001,7.941,-99999,-99999,-99999,902.0,3639.0
2020-03-20 00:45:00,7.732999799999999,8.0100002,-99999,-99999,-99999,903.0,3626.0
2020-03-20 01:00:00,7.761000200000001,8.0100002,-99999,-99999,-99999,892.0,3627.0
2020-03-20 01:15:00,7.7170000000000005,8.1099997,-99999,-99999,-99999,894.0,3618.0
2020-03-20 01:30:00,7.777,8.2600002,-99999,-99999,-99999,891.0,3606.0
2020-03-20 01:45:00,7.823999900000001,8.2600002,-99999,-99999,-99999,888.0,3610.0
2020-03-20 02:00:00,8.04,8.409999800000001,-99999,-99999,-99999,891.0,3599.0
2020-03-20 02:15:00,7.873000099999999,8.1099997,-99999,-99999,-99999,906.0,3619.0
2020-03-20 02:30:00,7.817999799999999,8.0100002,-99999,-99999,-99999,897.0,3624.0
2020-03-20 02:45:00,7.855,7.913000099999999,-99999,-99999,-99999,906.0,3623.0
2020-03-20 03:00:00,7.725999799999999,7.870999799999999,-99999,-99999,-99999,902.0,3621.0
2020-03-20 03:15:00,7.8020000000000005,7.994,-99999,-99999,-99999,892.0,3605.0
2020-03-20 03:30:00,7.862,8.130000099999998,-99999,-99999,-99999,894.0,3589.0
2020-03-20 03:45:00,8.04,8.2700005,-99999,-99999,-99999,902.0,3569.0
2020-03-20 04:00:00,8.0,8.2399998,-99999,-99999,-99999,890.0,3559.0
2020-03-20 04:15:00,7.995999799999999,8.220000299999999,-99999,-99999,-99999,890.0,3553.0
2020-03-20 04:30:00,8.0100002,8.2399998,-99999,-99999,-99999,905.0,3542.0
2020-03-20 04:45:00,7.96,8.2600002,-99999,-99999,-99999,898.0,3535.0
2020-03-20 05:00:00,7.900000099999999,8.3299999,-99999,-99999,-99999,899.0,3520.0
2020-03-20 05:15:00,7.7849998,8.0600004,-99999,-99999,-99999,899.0,3527.0
2020-03-20 05:30:00,7.827000099999999,8.1099997,-99999,-99999,-99999,888.0,3512.0
2020-03-20 05:45:00,7.975999799999999,8.0600004,-99999,-99999,-99999,895.0,3509.0
2020-03-20 06:00:00,7.9970002000000004,8.130000099999998,-99999,-99999,-99999,897.0,3502.0
2020-03-20 06:15:00,8.25,8.3400002,-99999,-99999,-99999,895.0,3480.0
2020-03-20 06:30:00,8.04,8.29,-99999,-99999,-99999,888.0,3485.0
2020-03-20 06:45:00,8.119999900000002,8.3299999,-99999,-99999,-99999,905.0,3474.0
2020-03-20 07:00:00,7.947,8.2700005,-99999,-99999,-99999,894.0,3469.0
2020-03-20 07:15:00,7.905000200000001,8.3400002,-99999,-99999,-99999,892.0,3461.0
2020-03-20 07:30:00,7.908999900000001,8.1400003,-99999,-99999,-99999,900.0,3469.0
2020-03-20 07:45:00,7.943999799999999,8.1400003,-99999,-99999,-99999,888.0,3460.0
2020-03-20 08:00:00,7.932000200000001,8.2700005,-99999,-99999,-99999,890.0,3450.0
2020-03-20 08:15:00,8.050000200000001,8.199999799999999,-99999,-99999,-99999,896.0,3467.0
2020-03-20 08:30:00,8.0600004,8.3100004,-99999,-99999,-99999,894.0,3454.0
2020-03-20 08:45:00,8.130000099999998,8.3599997,-99999,-99999,-99999,890.0,3448.0
2020-03-20 09:00:00,8.1400003,8.3299999,-99999,-99999,-99999,904.0,3448.0
2020-03-20 09:15:00,8.0100002,8.369999900000002,-99999,-99999,-99999,894.0,3444.0
2020-03-20 09:30:00,8.0600004,8.409999800000001,-99999,-99999,-99999,894.0,3440.0
2020-03-20 09:45:00,7.936999799999999,8.2600002,-99999,-99999,-99999,898.0,3448.0
2020-03-20 10:00:00,7.954,8.1899996,-99999,-99999,-99999,887.0,3450.0
2020-03-20 10:15:00,7.999000099999999,8.3599997,-99999,-99999,-99999,891.0,3432.0
2020-03-20 10:30:00,8.1000004,8.1899996,-99999,-99999,-99999,894.0,3439.0
2020-03-20 10:45:00,8.199999799999999,8.29,-99999,-99999,-99999,899.0,3428.0
2020-03-20 11:00:00,8.1499996,8.29,-99999,-99999,-99999,891.0,3428.0
2020-03-20 11:15:00,8.1099997,8.409999800000001,-99999,-99999,-99999,902.0,3420.0
2020-03-20 11:30:00,8.1099997,8.430000300000001,-99999,-99999,-99999,895.0,3421.0
2020-03-20 11:45:00,8.0699997,8.2700005,-99999,-99999,-99999,896.0,3429.0
2020-03-20 12:00:00,8.0,8.4200001,-99999,-99999,-99999,893.0,3430.0
2020-03-20 12:15:00,8.220000299999999,8.380000099999998,-99999,-99999,-99999,895.0,3445.0
2020-03-20 12:30:00,8.0699997,8.25,-99999,-99999,-99999,895.0,3460.0
2020-03-20 12:45:00,8.130000099999998,8.369999900000002,-99999,-99999,-99999,897.0,3458.0
2020-03-20 13:00:00,8.2600002,8.4499998,-99999,-99999,-99999,900.0,3458.0
2020-03-20 13:15:00,8.3199997,8.3900003,-99999,-99999,-99999,905.0,3468.0
2020-03-20 13:30:00,8.2299995,8.380000099999998,-99999,-99999,-99999,909.0,3491.0
2020-03-20 13:45:00,8.119999900000002,8.5200005,-99999,-99999,-99999,900.0,3504.0
2020-03-20 14:00:00,8.25,8.5299997,-99999,-99999,-99999,904.0,3523.0
2020-03-20 14:15:00,8.1899996,8.430000300000001,-99999,-99999,-99999,902.0,3544.0
2020-03-20 14:45:00,8.300000200000001,8.2600002,-99999,-99999,-99999,904.0,3588.0
2020-03-20 15:00:00,8.21,8.279999700000001,-99999,-99999,-99999,907.0,3597.0
2020-03-20 15:15:00,8.2700005,8.3900003,-99999,-99999,-99999,907.0,3616.0
2020-03-20 15:30:00,8.25,8.6099997,-99999,-99999,-99999,914.0,3630.0
2020-03-20 15:45:00,8.2299995,8.5600004,-99999,-99999,-99999,916.0,3659.0
2020-03-20 16:00:00,8.25,8.46,-99999,-99999,-99999,913.0,3690.0
2020-03-20 16:15:00,8.2299995,8.4499998,-99999,-99999,-99999,913.0,3714.0
2020-03-20 16:30:00,8.1000004,8.5,-99999,-99999,-99999,910.0,3734.0
2020-03-20 16:45:00,8.1400003,8.3900003,-99999,-99999,-99999,901.0,3757.0
2020-03-20 17:00:00,8.380000099999998,8.3500004,-99999,-99999,-99999,917.0,3757.0
2020-03-20 17:15:00,8.3999996,8.510000199999999,-99999,-99999,-99999,916.0,3734.0
2020-03-20 17:30:00,8.380000099999998,8.3900003,-99999,-99999,-99999,916.0,3735.0
2020-03-20 17:45:00,8.380000099999998,8.6099997,-99999,-99999,-99999,921.0,3706.0
2020-03-20 18:00:00,8.3599997,8.5500002,-99999,-99999,-99999,925.0,3689.0
2020-03-20 18:15:00,8.5299997,8.6899996,-99999,-99999,-99999,919.0,3662.0
2020-03-20 18:30:00,8.2399998,8.659999800000001,-99999,-99999,-99999,908.0,3648.0
2020-03-20 18:45:00,8.3100004,8.6099997,-99999,-99999,-99999,907.0,3631.0
2020-03-20 19:00:00,8.3299999,8.4499998,-99999,-99999,-99999,894.0,3625.0
2020-03-20 19:15:00,8.3999996,8.4499998,-99999,-99999,-99999,906.0,3609.0
2020-03-20 19:30:00,8.430000300000001,8.4200001,-99999,-99999,-99999,906.0,3588.0
2020-03-20 19:45:00,8.489999800000001,8.5,-99999,-99999,-99999,906.0,3564.0
2020-03-20 20:00:00,8.4700003,8.680000300000001,-99999,-99999,-99999,913.0,3539.0
2020-03-20 20:15:00,8.430000300000001,8.75,-99999,-99999,-99999,921.0,3523.0
2020-03-20 20:30:00,8.489999800000001,8.680000300000001,-99999,-99999,-99999,906.0,3520.0
2020-03-20 20:45:00,8.3900003,8.79,-99999,-99999,-99999,905.0,3507.0
2020-03-20 21:00:00,8.3400002,8.75,-99999,-99999,-99999,901.0,3520.0
2020-03-20 21:15:00,8.4499998,8.819999699999999,-99999,-99999,-99999,892.0,3526.0
2020-03-20 21:30:00,8.4200001,8.6000004,-99999,-99999,-99999,901.0,3545.0
2020-03-20 21:45:00,8.5799999,8.4200001,-99999,-99999,-99999,908.0,3553.0
2020-03-20 22:00:00,8.5600004,8.619999900000002,-99999,-99999,-99999,908.0,3547.0
2020-03-20 22:15:00,8.590000199999999,8.4700003,-99999,-99999,-99999,918.0,3560.0
2020-03-20 22:30:00,8.630000099999998,8.659999800000001,-99999,-99999,-99999,927.0,3546.0
2020-03-20 22:45:00,8.5,8.7299995,-99999,-99999,-99999,916.0,3547.0
2020-03-20 23:00:00,8.430000300000001,8.819999699999999,-99999,-99999,-99999,910.0,3549.0
2020-03-20 23:15:00,8.46,8.8100004,-99999,-99999,-99999,908.0,3550.0
2020-03-20 23:30:00,8.630000099999998,8.8500004,-99999,-99999,-99999,900.0,3552.0
2020-03-20 23:45:00,8.6000004,8.930000300000001,-99999,-99999,-99999,905.0,3551.0
2020-03-21 00:00:00,8.6099997,8.79,-99999,-99999,-99999,912.0,3561.0
2020-03-21 00:15:00,8.6099997,8.680000300000001,-99999,-99999,-99999,912.0,3564.0
2020-03-21 00:30:00,8.680000300000001,8.7200003,-99999,-99999,-99999,925.0,3562.0
2020-03-21 00:45:00,8.5799999,8.79,-99999,-99999,-99999,927.0,3562.0
2020-03-21 01:00:00,8.6000004,8.8999996,-99999,-99999,-99999,926.0,3559.0
2020-03-21 01:15:00,8.489999800000001,8.8500004,-99999,-99999,-99999,914.0,3578.0
2020-03-21 01:30:00,8.5299997,8.909999800000001,-99999,-99999,-99999,910.0,3593.0
2020-03-21 01:45:00,8.54,9.119999900000002,-99999,-99999,-99999,904.0,3600.0
2020-03-21 02:00:00,8.6000004,8.9700003,-99999,-99999,-99999,910.0,3617.0
2020-03-21 02:15:00,8.739999800000001,8.8999996,-99999,-99999,-99999,917.0,3626.0
2020-03-21 02:30:00,8.760000199999999,8.8000002,-99999,-99999,-99999,922.0,3645.0
2020-03-21 02:45:00,8.760000199999999,8.909999800000001,-99999,-99999,-99999,935.0,3641.0
2020-03-21 03:00:00,8.6700001,8.760000199999999,-99999,-99999,-99999,934.0,3661.0
2020-03-21 03:15:00,8.7299995,8.869999900000002,-99999,-99999,-99999,934.0,3657.0
2020-03-21 03:30:00,8.6499996,8.8900003,-99999,-99999,-99999,929.0,3665.0
2020-03-21 03:45:00,8.6099997,9.069999699999999,-99999,-99999,-99999,919.0,3665.0
2020-03-21 04:00:00,8.619999900000002,9.010000199999999,-99999,-99999,-99999,912.0,3675.0
2020-03-21 04:15:00,8.71,8.9799995,-99999,-99999,-99999,920.0,3688.0
2020-03-21 04:30:00,8.739999800000001,9.0299997,-99999,-99999,-99999,922.0,3700.0
2020-03-21 04:45:00,8.79,9.0299997,-99999,-99999,-99999,929.0,3713.0
2020-03-21 05:00:00,8.7799997,8.8000002,-99999,-99999,-99999,943.0,3735.0
2020-03-21 05:15:00,8.71,8.8900003,-99999,-99999,-99999,939.0,3729.0
2020-03-21 05:30:00,8.8299999,8.8599997,-99999,-99999,-99999,941.0,3736.0
2020-03-21 05:45:00,8.71,8.989999800000001,-99999,-99999,-99999,941.0,3729.0
2020-03-21 06:00:00,8.8999996,9.04,-99999,-99999,-99999,931.0,3739.0
2020-03-21 06:15:00,8.7700005,9.159999800000001,-99999,-99999,-99999,923.0,3745.0
2020-03-21 06:30:00,8.9399996,9.0299997,-99999,-99999,-99999,932.0,3762.0
2020-03-21 06:45:00,8.9700003,9.010000199999999,-99999,-99999,-99999,932.0,3782.0
2020-03-21 07:00:00,8.840000199999999,8.96,-99999,-99999,-99999,930.0,3793.0
2020-03-21 07:15:00,8.869999900000002,8.75,-99999,-99999,-99999,953.0,3806.0
2020-03-21 07:30:00,8.9200001,8.9700003,-99999,-99999,-99999,949.0,3793.0
2020-03-21 07:45:00,8.819999699999999,8.8900003,-99999,-99999,-99999,947.0,3803.0
2020-03-21 08:00:00,8.71,8.9799995,-99999,-99999,-99999,946.0,3804.0
2020-03-21 08:15:00,8.7299995,9.0200005,-99999,-99999,-99999,931.0,3806.0
2020-03-21 08:30:00,8.7799997,9.090000199999999,-99999,-99999,-99999,929.0,3805.0
2020-03-21 08:45:00,8.75,9.130000099999998,-99999,-99999,-99999,930.0,3819.0
2020-03-21 09:00:00,8.760000199999999,9.0600004,-99999,-99999,-99999,931.0,3835.0
2020-03-21 09:15:00,8.8000002,8.96,-99999,-99999,-99999,931.0,3849.0
2020-03-21 09:30:00,8.8500004,8.930000300000001,-99999,-99999,-99999,959.0,3859.0
2020-03-21 09:45:00,8.8000002,8.909999800000001,-99999,-99999,-99999,951.0,3867.0
2020-03-21 10:00:00,8.819999699999999,8.9700003,-99999,-99999,-99999,951.0,3868.0
2020-03-21 10:15:00,8.6999998,9.119999900000002,-99999,-99999,-99999,951.0,3875.0
2020-03-21 10:30:00,8.6700001,9.2200003,-99999,-99999,-99999,940.0,3877.0
2020-03-21 10:45:00,8.659999800000001,9.1700001,-99999,-99999,-99999,932.0,3891.0
2020-03-21 11:00:00,8.8500004,9.159999800000001,-99999,-99999,-99999,938.0,3902.0
2020-03-21 11:15:00,8.7799997,9.1499996,-99999,-99999,-99999,937.0,3920.0
2020-03-21 11:30:00,9.21,9.090000199999999,-99999,-99999,-99999,946.0,3934.0
2020-03-21 11:45:00,8.8900003,8.9200001,-99999,-99999,-99999,961.0,3947.0
2020-03-21 12:00:00,8.840000199999999,8.8599997,-99999,-99999,-99999,955.0,3953.0
2020-03-21 12:15:00,8.6400003,8.9200001,-99999,-99999,-99999,952.0,3955.0
2020-03-21 12:30:00,8.6899996,8.9499998,-99999,-99999,-99999,953.0,3954.0
2020-03-21 12:45:00,8.6999998,9.0600004,-99999,-99999,-99999,947.0,3950.0
2020-03-21 13:00:00,8.71,9.2799997,-99999,-99999,-99999,936.0,3940.0
2020-03-21 13:15:00,8.71,9.1899996,-99999,-99999,-99999,937.0,3950.0
2020-03-21 13:30:00,8.7799997,9.119999900000002,-99999,-99999,-99999,939.0,3955.0
2020-03-21 13:45:00,8.819999699999999,9.2200003,-99999,-99999,-99999,940.0,3959.0
2020-03-21 14:00:00,8.8299999,8.96,-99999,-99999,-99999,960.0,3985.0
2020-03-21 14:15:00,8.79,8.909999800000001,-99999,-99999,-99999,957.0,3982.0
2020-03-21 14:30:00,8.659999800000001,8.909999800000001,-99999,-99999,-99999,954.0,3974.0
2020-03-21 14:45:00,8.6499996,8.909999800000001,-99999,-99999,-99999,952.0,3962.0
2020-03-21 15:00:00,8.760000199999999,8.9799995,-99999,-99999,-99999,944.0,3955.0
2020-03-21 15:15:00,8.75,9.21,-99999,-99999,-99999,943.0,3943.0
2020-03-21 15:30:00,8.819999699999999,9.159999800000001,-99999,-99999,-99999,940.0,3949.0
2020-03-21 15:45:00,8.8999996,9.119999900000002,-99999,-99999,-99999,941.0,3956.0
2020-03-21 16:00:00,8.8900003,9.0600004,-99999,-99999,-99999,943.0,3970.0
2020-03-21 16:15:00,8.9399996,9.1499996,-99999,-99999,-99999,959.0,3973.0
2020-03-21 16:30:00,8.760000199999999,9.0299997,-99999,-99999,-99999,954.0,3985.0
2020-03-21 16:45:00,8.9200001,9.0299997,-99999,-99999,-99999,959.0,3987.0
2020-03-21 17:00:00,8.7700005,8.9499998,-99999,-99999,-99999,956.0,3995.0
2020-03-21 17:15:00,8.869999900000002,9.159999800000001,-99999,-99999,-99999,946.0,3973.0
2020-03-21 17:30:00,9.0500002,9.130000099999998,-99999,-99999,-99999,955.0,3973.0
2020-03-21 17:45:00,8.96,9.1099997,-99999,-99999,-99999,944.0,3975.0
2020-03-21 18:00:00,8.989999800000001,9.1999998,-99999,-99999,-99999,945.0,3979.0
2020-03-21 18:15:00,9.130000099999998,9.2200003,-99999,-99999,-99999,950.0,3987.0
2020-03-21 18:30:00,8.880000099999998,9.0600004,-99999,-99999,-99999,958.0,4008.0
2020-03-21 18:45:00,8.880000099999998,8.930000300000001,-99999,-99999,-99999,955.0,4027.0
2020-03-21 19:00:00,8.8000002,8.9200001,-99999,-99999,-99999,959.0,4033.0
2020-03-21 19:15:00,8.6999998,8.819999699999999,-99999,-99999,-99999,956.0,4046.0
2020-03-21 19:30:00,9.1400003,8.8999996,-99999,-99999,-99999,954.0,4053.0
2020-03-21 19:45:00,8.8000002,8.9700003,-99999,-99999,-99999,953.0,4060.0
2020-03-21 20:00:00,8.9700003,9.010000199999999,-99999,-99999,-99999,952.0,4060.0
2020-03-21 20:15:00,8.8900003,9.069999699999999,-99999,-99999,-99999,946.0,4073.0
