DateTime.MST,O2_30cm.percent.0-100,ApogeeTemp_30cm.deg.C,ApogeeTemp_80cm.deg.C,PRISM_precip.mm,CO2_30cm.ppm
2015-06-12 22:00:00,20.219998999999998,15.94,13.24,-99999,5028.7241
2015-06-12 23:00:00,20.219998999999998,15.95,13.27,-99999,5180.2031
2015-06-13 00:00:00,20.25,15.94,13.28,-99999,5169.7231
2015-06-13 01:00:00,20.219998999999998,15.93,13.3,-99999,5251.1128
2015-06-13 02:00:00,20.219998999999998,15.91,13.32,-99999,5419.5488
2015-06-13 03:00:00,20.219998999999998,15.89,13.35,-99999,5354.519
2015-06-13 04:00:00,20.219998999999998,15.86,13.36,-99999,5456.6211
2015-06-13 05:00:00,20.25,15.82,13.39,-99999,5510.7158
2015-06-13 06:00:00,20.25,15.81,13.39,-99999,5483.1001
2015-06-13 07:00:00,20.25,15.77,13.41,-99999,5553.2368
2015-06-13 08:00:00,20.280001000000002,15.75,13.42,-99999,5504.564
2015-06-13 09:00:00,20.309998999999998,15.72,13.43,-99999,5537.0078
2015-06-13 10:00:00,20.34,15.71,13.43,-99999,5493.9009
2015-06-13 11:00:00,20.34,15.7,13.47,-99999,5425.206999999999
2015-06-13 12:00:00,20.34,15.68,13.47,-99999,5419.6079
2015-06-13 13:00:00,20.370001000000002,15.66,13.47,-99999,5467.5068
2015-06-13 14:00:00,20.34,15.66,13.48,-99999,5445.085
2015-06-13 15:00:00,20.34,15.66,13.49,-99999,5418.0488
2015-06-13 16:00:00,20.34,15.67,13.5,-99999,5228.7949
2015-06-13 17:00:00,20.34,15.69,13.5,-99999,5309.624
2015-06-13 18:00:00,20.33,15.71,13.51,-99999,5303.0879
2015-06-13 19:00:00,20.34,15.74,13.51,-99999,5363.9038
2015-06-13 20:00:00,20.34,15.75,13.51,-99999,5401.8232
2015-06-13 21:00:00,20.34,15.77,13.52,-99999,5385.6021
2015-06-13 22:00:00,20.34,15.77,13.53,-99999,5558.6328
2015-06-13 23:00:00,20.34,15.77,13.53,-99999,5434.2661
2015-06-14 00:00:00,20.370001000000002,15.77,13.54,-99999,5385.6021
2015-06-14 01:00:00,20.370001000000002,15.76,13.55,-99999,5282.8638
2015-06-14 02:00:00,20.370001000000002,15.74,13.55,-99999,5423.4521
2015-06-14 03:00:00,20.360001,15.74,13.56,-99999,5493.7471
2015-06-14 04:00:00,20.370001000000002,15.72,13.57,-99999,5482.9321
2015-06-14 05:00:00,20.370001000000002,15.71,13.58,-99999,5591.0771
2015-06-14 06:00:00,20.370001000000002,15.69,13.58,-99999,5499.1528
2015-06-14 07:00:00,20.370001000000002,15.67,13.59,-99999,5607.2979
2015-06-14 08:00:00,20.370001000000002,15.67,13.6,-99999,5537.0039
2015-06-14 09:00:00,20.370001000000002,15.67,13.61,-99999,5634.334
2015-06-14 10:00:00,20.379998999999998,15.67,13.61,-99999,5520.7822
2015-06-14 11:00:00,20.370001000000002,15.66,13.61,-99999,5591.0771
2015-06-14 12:00:00,20.370001000000002,15.68,13.62,-99999,5726.2568
2015-06-14 13:00:00,20.360001,15.69,13.61,-99999,5616.2168
2015-06-14 14:00:00,20.33,15.72,13.62,-99999,5567.5679
2015-06-14 15:00:00,20.33,15.77,13.62,-99999,5481.081999999999
2015-06-14 16:00:00,20.299999,15.81,13.63,-99999,5513.5142
2015-06-14 17:00:00,20.34,16.059998999999998,13.63,-99999,5195.1699
2015-06-14 18:00:00,20.280001000000002,16.059998999999998,13.64,-99999,5564.04
2015-06-14 19:00:00,20.309998999999998,16.08,13.66,-99999,5488.0419999999995
2015-06-14 20:00:00,20.309998999999998,16.110001,13.69,-99999,5596.479
2015-06-14 21:00:00,20.290001,16.129998999999998,13.71,-99999,5720.8501
2015-06-14 22:00:00,20.280001000000002,16.15,13.74,-99999,5720.8501
2015-06-14 23:00:00,20.280001000000002,16.16,13.75,-99999,5920.9169999999995
2015-06-15 00:00:00,20.290001,16.190001000000002,13.76,-99999,5920.9169999999995
2015-06-15 01:00:00,20.309998999999998,16.200001,13.79,-99999,5758.7002
2015-06-15 02:00:00,20.280001000000002,16.219998999999998,13.79,-99999,5942.5459
2015-06-15 03:00:00,20.280001000000002,16.219998999999998,13.8,-99999,6056.0981
2015-06-15 04:00:00,20.280001000000002,16.219998999999998,13.82,-99999,6077.7271
2015-06-15 05:00:00,20.280001000000002,16.200001,13.84,-99999,6153.4282
2015-06-15 06:00:00,20.27,16.190001000000002,13.85,-99999,6218.3149
2015-06-15 07:00:00,20.27,16.17,13.86,-99999,6266.98
2015-06-15 08:00:00,20.27,16.15,13.88,-99999,6391.3462
2015-06-15 09:00:00,20.280001000000002,16.139999,13.89,-99999,6288.6089
2015-06-15 10:00:00,20.26,16.129998999999998,13.9,-99999,6272.3872
2015-06-15 11:00:00,20.26,16.120001000000002,13.9,-99999,6239.9438
2015-06-15 12:00:00,20.26,16.129998999999998,13.91,-99999,6179.729
2015-06-15 13:00:00,20.280001000000002,16.15,13.92,-99999,6178.3789
2015-06-15 14:00:00,20.27,16.18,13.93,-99999,6135.1362
2015-06-15 15:00:00,20.24,16.23,13.94,-99999,6091.8931
2015-06-15 16:00:00,20.24,16.280001000000002,13.94,-99999,6043.2451
2015-06-15 17:00:00,20.219998999999998,16.34,13.93,-99999,6075.6768
2015-06-15 18:00:00,20.24,16.4,13.95,-99999,5924.3252
2015-06-15 19:00:00,20.24,16.450001,13.97,-99999,5886.4868
2015-06-15 20:00:00,20.26,16.49,13.97,-99999,5929.73
2015-06-15 21:00:00,20.25,16.52,13.98,-99999,6060.2788
2015-06-15 22:00:00,20.280001000000002,16.530001000000002,13.99,-99999,6061.5049
2015-06-15 23:00:00,20.290001,16.549999,14.01,-99999,5926.3252
2015-06-16 00:00:00,20.309998999999998,16.549999,14.02,-99999,5910.103
2015-06-16 01:00:00,20.309998999999998,16.549999,14.03,-99999,5996.6191
2015-06-16 02:00:00,20.280001000000002,16.540001,14.04,-99999,6120.9849
2015-06-16 03:00:00,20.280001000000002,16.530001000000002,14.06,-99999,6148.021
2015-06-16 04:00:00,20.280001000000002,16.52,14.07,-99999,6115.5781
2015-06-16 05:00:00,20.280001000000002,16.51,14.08,-99999,6093.9492
2015-06-16 06:00:00,20.280001000000002,16.49,14.09,-99999,6120.9849
2015-06-16 07:00:00,20.26,16.469998999999998,14.11,-99999,6164.2432
2015-06-16 08:00:00,20.25,16.450001,14.11,-99999,6185.8721
2015-06-16 09:00:00,20.280001000000002,16.450001,14.13,-99999,6104.7632
2015-06-16 10:00:00,20.280001000000002,16.43,14.13,-99999,6007.4331
2015-06-16 11:00:00,20.280001000000002,16.450001,14.15,-99999,6022.581999999999
2015-06-16 12:00:00,20.280001000000002,16.450001,14.14,-99999,5945.9468
2015-06-16 13:00:00,20.280001000000002,16.469998999999998,14.16,-99999,5875.6758
2015-06-16 14:00:00,20.27,16.5,14.16,-99999,6005.4058
2015-06-16 15:00:00,20.26,16.540001,14.16,-99999,5962.1631
2015-06-16 16:00:00,20.27,16.58,14.17,-99999,5827.0269
2015-06-16 17:00:00,20.290001,16.620001000000002,14.18,-99999,5881.081999999999
2015-06-16 18:00:00,20.299999,16.66,14.18,-99999,5848.6499
2015-06-16 19:00:00,20.32,16.690001000000002,14.19,-99999,5800.0
2015-06-16 20:00:00,20.35,16.709999,14.2,-99999,5688.4058
2015-06-16 21:00:00,20.379998999999998,16.719998999999998,14.2,-99999,5699.2212
2015-06-16 22:00:00,20.41,16.719998999999998,14.22,-99999,5715.4419
2015-06-16 23:00:00,20.42,16.690001000000002,14.23,-99999,5780.3291
2015-06-17 00:00:00,20.4,16.67,14.24,-99999,5949.0591
2015-06-17 01:00:00,20.4,16.639999,14.25,-99999,6269.1001
2015-06-17 02:00:00,20.389999,16.6,14.27,-99999,6285.3271
2015-06-17 03:00:00,20.379998999999998,16.540001,14.27,-99999,6394.2021
2015-06-17 04:00:00,20.379998999999998,16.49,14.27,-99999,6573.2202
2015-06-17 05:00:00,20.379998999999998,16.42,14.28,-99999,6720.3159
2015-06-17 06:00:00,20.440001000000002,16.360001,14.29,-99999,6687.8521
2015-06-17 07:00:00,20.49,16.290001,14.29,-99999,6232.835
2015-06-17 08:00:00,20.5,16.219998999999998,14.3,-99999,6064.54
2015-06-17 09:00:00,20.459999,16.16,14.3,-99999,6220.4580000000005
2015-06-17 10:00:00,20.459999,16.110001,14.31,-99999,6350.2378
2015-06-17 11:00:00,20.49,16.07,14.3,-99999,6056.103
2015-06-17 12:00:00,20.459999,16.049999,14.3,-99999,6083.1392
2015-06-17 13:00:00,20.459999,16.040001,14.3,-99999,5996.6230000000005
2015-06-17 14:00:00,20.440001000000002,16.040001,14.29,-99999,6120.9888
2015-06-17 15:00:00,20.43,16.040001,14.27,-99999,6120.9888
2015-06-17 16:00:00,20.4,16.040001,14.27,-99999,6202.0981
2015-06-17 17:00:00,20.370001000000002,16.049999,14.26,-99999,6429.2012
2015-06-17 18:00:00,20.370001000000002,16.049999,14.25,-99999,6310.2422
2015-06-17 19:00:00,20.370001000000002,16.049999,14.25,-99999,6283.2061
2015-06-17 20:00:00,20.34,16.049999,14.25,-99999,6353.5
2015-06-17 21:00:00,20.34,16.040001,14.24,-99999,6418.6079
2015-06-17 22:00:00,20.34,16.040001,14.24,-99999,6425.3618
2015-06-17 23:00:00,20.33,16.030001000000002,14.23,-99999,6620.688
2015-06-18 00:00:00,20.309998999999998,16.0,14.24,-99999,6788.3701
2015-06-18 01:00:00,20.290001,15.98,14.24,-99999,6885.7319
2015-06-18 02:00:00,20.290001,15.95,14.22,-99999,6853.2778
2015-06-18 03:00:00,20.290001,15.93,14.22,-99999,6766.7329
2015-06-18 04:00:00,20.290001,15.91,14.22,-99999,6755.915
2015-06-18 05:00:00,20.27,15.88,14.21,-99999,6761.3242
2015-06-18 06:00:00,20.290001,15.87,14.21,-99999,6799.187
2015-06-18 07:00:00,20.290001,15.83,14.21,-99999,6739.688
2015-06-18 08:00:00,20.290001,15.82,14.21,-99999,6696.415
2015-06-18 09:00:00,20.290001,15.79,14.2,-99999,6663.9609
2015-06-18 10:00:00,20.290001,15.78,14.2,-99999,6653.1431
2015-06-18 11:00:00,20.280001000000002,15.76,14.2,-99999,6576.9858
2015-06-18 12:00:00,20.280001000000002,15.74,14.19,-99999,6596.896
2015-06-18 13:00:00,20.280001000000002,15.74,14.19,-99999,6418.3872
2015-06-18 14:00:00,20.26,15.74,14.18,-99999,6310.2422
2015-06-18 15:00:00,20.26,15.76,14.18,-99999,6054.4169999999995
2015-06-18 16:00:00,20.16,16.200001,14.19,-99999,6110.124
2015-06-18 17:00:00,20.17,16.129998999999998,14.27,-99999,6210.8242
2015-06-18 18:00:00,20.17,16.139999,14.34,-99999,6183.7852
2015-06-18 19:00:00,20.190001000000002,16.18,14.35,-99999,6005.875
2015-06-18 20:00:00,20.190001000000002,16.209999,14.36,-99999,5839.4229
2015-06-18 21:00:00,20.219998999999998,16.25,14.35,-99999,5785.7358
2015-06-18 22:00:00,20.25,16.27,14.35,-99999,5807.3652
2015-06-18 23:00:00,20.030001000000002,16.74,14.44,-99999,6450.8262
2015-06-19 00:00:00,20.059998999999998,16.66,14.55,-99999,6915.9609
2015-06-19 01:00:00,20.07,16.610001,14.62,-99999,7058.2842
2015-06-19 02:00:00,20.07,16.58,14.64,-99999,7165.8892
2015-06-19 03:00:00,20.07,16.559998999999998,14.64,-99999,7172.0181
2015-06-19 04:00:00,20.07,16.540001,14.65,-99999,7242.73
2015-06-19 05:00:00,20.08,16.51,14.65,-99999,7177.7139
2015-06-19 06:00:00,20.08,16.49,14.65,-99999,7280.5942
2015-06-19 07:00:00,20.110001,16.459999,14.64,-99999,7372.5469
2015-06-19 08:00:00,20.110001,16.43,14.62,-99999,7194.0479
2015-06-19 09:00:00,20.129998999999998,16.4,14.62,-99999,7248.1392
2015-06-19 10:00:00,20.120001000000002,16.370001000000002,14.61,-99999,7171.4912
2015-06-19 11:00:00,20.129998999999998,16.35,14.6,-99999,7137.5488
2015-06-19 12:00:00,20.16,16.35,14.6,-99999,6818.522
2015-06-19 13:00:00,20.129998999999998,16.360001,14.59,-99999,6740.729
2015-06-19 14:00:00,20.110001,16.379998999999998,14.58,-99999,6837.8379
2015-06-19 15:00:00,20.120001000000002,16.42,14.57,-99999,6600.0
2015-06-19 16:00:00,20.09,16.459999,14.57,-99999,6713.5142
2015-06-19 17:00:00,20.120001000000002,16.5,14.56,-99999,6637.8379
2015-06-19 18:00:00,20.129998999999998,16.549999,14.55,-99999,6637.8379
2015-06-19 19:00:00,20.129998999999998,16.6,14.56,-99999,6600.0
2015-06-19 20:00:00,20.16,16.620001000000002,14.55,-99999,6483.2031
2015-06-19 21:00:00,20.18,16.66,14.55,-99999,6380.5322
2015-06-19 22:00:00,20.16,16.66,14.55,-99999,6461.6411
2015-06-19 23:00:00,20.16,16.66,14.55,-99999,6645.4858
2015-06-20 00:00:00,20.129998999999998,16.639999,14.55,-99999,6872.5898
2015-06-20 01:00:00,20.129998999999998,16.620001000000002,14.56,-99999,6921.2549
2015-06-20 02:00:00,20.129998999999998,16.610001,14.57,-99999,7034.9058
2015-06-20 03:00:00,20.129998999999998,16.59,14.57,-99999,7236.5752
2015-06-20 04:00:00,20.110001,16.549999,14.57,-99999,7199.4580000000005
2015-06-20 05:00:00,20.110001,16.530001000000002,14.57,-99999,7356.3208
2015-06-20 06:00:00,20.09,16.48,14.58,-99999,7545.6372
2015-06-20 07:00:00,20.08,16.459999,14.58,-99999,7588.9102
2015-06-20 08:00:00,20.049999,16.41,14.58,-99999,7864.772
2015-06-20 09:00:00,20.049999,16.370001000000002,14.58,-99999,8146.043000000001
2015-06-20 10:00:00,20.110001,16.33,14.59,-99999,7843.1362
2015-06-20 11:00:00,20.1,16.299999,14.58,-99999,7483.7432
2015-06-20 12:00:00,20.07,16.280001000000002,14.58,-99999,7629.6069
2015-06-20 13:00:00,20.07,16.27,14.58,-99999,7537.6851
2015-06-20 14:00:00,20.07,16.27,14.57,-99999,7343.0239
2015-06-20 15:00:00,20.07,16.27,14.57,-99999,7251.1011
2015-06-20 16:00:00,20.07,16.280001000000002,14.56,-99999,6996.9609
2015-06-20 17:00:00,20.040001,16.299999,14.56,-99999,6861.7798
2015-06-20 18:00:00,20.040001,16.309998999999998,14.56,-99999,6791.4858
2015-06-20 19:00:00,20.040001,16.34,14.55,-99999,6737.4141
2015-06-20 20:00:00,20.01,16.35,14.54,-99999,6494.0879
2015-06-20 21:00:00,20.030001000000002,16.370001000000002,14.54,-99999,6504.9028
2015-06-20 22:00:00,20.01,16.389999,14.54,-99999,6310.2422
2015-06-20 23:00:00,19.98,16.389999,14.54,-99999,6440.0161
2015-06-21 00:00:00,19.950001,16.4,14.54,-99999,6548.1602
2015-06-21 01:00:00,19.92,16.42,14.54,-99999,6526.5322
2015-06-21 02:00:00,19.9,16.42,14.54,-99999,6796.894
2015-06-21 03:00:00,19.9,16.41,14.54,-99999,6759.043000000001
2015-06-21 04:00:00,19.9,16.4,14.55,-99999,6964.5181
2015-06-21 05:00:00,19.9,16.389999,14.55,-99999,6905.0381
2015-06-21 06:00:00,19.93,16.389999,14.57,-99999,6975.3330000000005
2015-06-21 07:00:00,19.959999,16.379998999999998,14.57,-99999,6796.894
2015-06-21 08:00:00,19.959999,16.370001000000002,14.57,-99999,6769.8569
2015-06-21 09:00:00,19.93,16.370001000000002,14.57,-99999,7013.1831
2015-06-21 10:00:00,19.92,16.370001000000002,14.57,-99999,6829.3369
2015-06-21 11:00:00,19.950001,16.360001,14.57,-99999,6672.5259
2015-06-21 12:00:00,19.950001,16.389999,14.57,-99999,6655.2979
2015-06-21 13:00:00,19.98,16.4,14.57,-99999,6616.2168
2015-06-21 14:00:00,19.950001,16.450001,14.57,-99999,6670.271
2015-06-21 15:00:00,19.950001,16.5,14.57,-99999,6702.7031
2015-06-21 16:00:00,19.950001,16.549999,14.57,-99999,6475.6758
2015-06-21 17:00:00,19.92,16.610001,14.57,-99999,6562.1631
2015-06-21 18:00:00,19.950001,16.67,14.57,-99999,6529.73
2015-06-21 19:00:00,19.950001,16.700001,14.57,-99999,6605.4058
2015-06-21 20:00:00,19.950001,16.75,14.58,-99999,6595.3052
2015-06-21 21:00:00,19.950001,16.77,14.58,-99999,6613.043000000001
2015-06-21 22:00:00,19.98,16.790001,14.6,-99999,6748.2241
2015-06-21 23:00:00,20.01,16.790001,14.61,-99999,6672.522
2015-06-22 00:00:00,20.02,16.790001,14.61,-99999,6791.481
2015-06-22 01:00:00,20.02,16.77,14.63,-99999,6753.6958
2015-06-22 02:00:00,20.02,16.76,14.64,-99999,6787.4248
2015-06-22 03:00:00,20.049999,16.74,14.64,-99999,6879.481
2015-06-22 04:00:00,20.049999,16.719998999999998,14.65,-99999,6718.04
2015-06-22 05:00:00,20.049999,16.68,14.67,-99999,5100.7432
2015-06-22 06:00:00,20.059998999999998,16.65,14.67,-99999,5528.0581
2015-06-22 07:00:00,20.049999,16.620001000000002,14.68,-99999,3383.366
2015-06-22 08:00:00,20.049999,16.58,14.68,-99999,8.1135883
2015-06-22 09:00:00,20.07,16.540001,14.69,-99999,3568.7749
2015-06-22 10:00:00,20.07,16.52,14.7,-99999,17503.221
2015-06-22 11:00:00,20.07,16.51,14.7,-99999,20170.369
2015-06-22 12:00:00,20.07,16.5,14.69,-99999,745.94598
2015-06-22 13:00:00,20.059998999999998,16.530001000000002,14.69,-99999,15605.41
2015-06-22 14:00:00,20.059998999999998,16.58,14.68,-99999,3586.4871
2015-06-22 15:00:00,20.059998999999998,16.639999,14.7,-99999,3563.698
2015-06-22 16:00:00,20.059998999999998,16.690001000000002,14.68,-99999,20162.551
2015-06-22 17:00:00,20.030001000000002,16.75,14.68,-99999,11189.1
2015-06-22 18:00:00,20.030001000000002,16.799999,14.69,-99999,928.37817
2015-06-22 19:00:00,20.059998999999998,16.85,14.69,-99999,3677.0259
2015-06-22 20:00:00,20.07,16.889999,14.69,-99999,4.0540528
2015-06-22 21:00:00,20.040001,16.9,14.69,-99999,13.51351
2015-06-22 22:00:00,20.040001,16.940001000000002,14.71,-99999,8.1081066
2015-06-22 23:00:00,20.01,16.940001000000002,14.73,-99999,8.110096
2015-06-23 00:00:00,20.01,16.940001000000002,14.73,-99999,98.681877
2015-06-23 01:00:00,19.98,16.92,14.73,-99999,148.69881
2015-06-23 02:00:00,20.01,16.92,14.75,-99999,171.6796
2015-06-23 03:00:00,20.01,16.9,14.76,-99999,183.84579
2015-06-23 04:00:00,19.98,16.879998999999998,14.77,-99999,191.9567
2015-06-23 05:00:00,20.01,16.860001,14.78,-99999,191.9567
2015-06-23 06:00:00,20.01,16.84,14.78,-99999,191.9567
2015-06-23 07:00:00,20.01,16.82,14.78,-99999,187.90131
2015-06-23 08:00:00,20.01,16.790001,14.8,-99999,183.8445
2015-06-23 09:00:00,20.01,16.790001,14.8,-99999,179.74561
2015-06-23 10:00:00,19.98,16.77,14.8,-99999,175.7093
2015-06-23 11:00:00,19.950001,16.77,14.81,-99999,170.28999
2015-06-23 12:00:00,19.959999,16.77,14.81,-99999,166.2162
2015-06-23 13:00:00,20.01,16.790001,14.81,-99999,162.1622
2015-06-23 14:00:00,19.98,16.799999,14.82,-99999,158.10809
2015-06-23 15:00:00,19.98,16.82,14.81,-99999,154.05409
2015-06-23 16:00:00,19.98,16.85,14.81,-99999,150.0
2015-06-23 17:00:00,19.950001,16.889999,14.83,-99999,141.9308
2015-06-23 18:00:00,19.950001,16.9,14.83,-99999,140.58791000000002
2015-06-23 19:00:00,19.950001,16.92,14.83,-99999,140.57941
2015-06-23 20:00:00,19.98,16.940001000000002,14.83,-99999,135.1808
2015-06-23 21:00:00,20.040001,16.950001,14.83,-99999,128.42171000000002
2015-06-23 22:00:00,20.07,16.92,14.83,-99999,127.0699
2015-06-23 23:00:00,20.049999,16.91,14.84,-99999,123.0542
2015-06-24 00:00:00,20.049999,16.870001000000002,14.84,-99999,118.9993
2015-06-24 01:00:00,20.02,16.83,14.85,-99999,116.3124
2015-06-24 02:00:00,19.959999,16.780001000000002,14.85,-99999,112.2652
2015-06-24 03:00:00,19.91,16.709999,14.86,-99999,108.2178
2015-06-24 04:00:00,19.85,16.66,14.87,-99999,105.5123
2015-06-24 05:00:00,19.790001,16.57,14.87,-99999,101.4541
2015-06-24 06:00:00,19.73,16.49,14.87,-99999,98.748711
2015-06-24 07:00:00,19.75,16.41,14.87,-99999,87.92693299999999
2015-06-24 08:00:00,19.85,16.33,14.87,-99999,82.516037
2015-06-24 09:00:00,19.98,16.24,14.85,-99999,77.103027
2015-06-24 10:00:00,20.059998999999998,16.18,14.85,-99999,74.374847
2015-06-24 11:00:00,20.15,16.139999,14.85,-99999,71.646652
2015-06-24 12:00:00,20.15,16.120001000000002,14.83,-99999,68.94225300000001
2015-06-24 13:00:00,20.129998999999998,16.110001,14.83,-99999,67.578468
2015-06-24 14:00:00,20.139999,16.120001000000002,14.81,-99999,66.216217
2015-06-24 15:00:00,20.129998999999998,16.16,14.8,-99999,64.864868
2015-06-24 16:00:00,20.139999,16.200001,14.78,-99999,63.513518999999995
2015-06-24 17:00:00,20.129998999999998,16.23,14.77,-99999,62.162169999999996
2015-06-24 18:00:00,20.129998999999998,16.26,14.76,-99999,60.816761
2015-06-24 19:00:00,20.129998999999998,16.280001000000002,14.75,-99999,58.12772
2015-06-24 20:00:00,20.129998999999998,16.290001,14.75,-99999,56.775921
2015-06-24 21:00:00,20.129998999999998,16.290001,14.74,-99999,55.426140000000004
2015-06-24 22:00:00,20.16,16.299999,14.74,-99999,59.499598999999996
2015-06-24 23:00:00,20.139999,16.280001000000002,14.73,-99999,50.033791
2015-06-25 00:00:00,20.139999,16.25,14.73,-99999,51.386059
2015-06-25 01:00:00,20.120001000000002,16.219998999999998,14.73,-99999,54.090591
2015-06-25 02:00:00,20.120001000000002,16.190001000000002,14.73,-99999,44.625609999999995
2015-06-25 03:00:00,20.139999,16.139999,14.73,-99999,50.046021
2015-06-25 04:00:00,20.17,16.09,14.72,-99999,40.57653
2015-06-25 05:00:00,20.200001,16.040001,14.71,-99999,39.22353
2015-06-25 06:00:00,20.200001,15.99,14.71,-99999,36.519169
2015-06-25 07:00:00,20.16,15.94,14.71,-99999,35.164009
2015-06-25 08:00:00,20.139999,15.89,14.71,-99999,35.160469
2015-06-25 09:00:00,20.09,15.83,14.7,-99999,33.806629
2015-06-25 10:00:00,20.08,15.8,14.68,-99999,33.806629
2015-06-25 11:00:00,20.049999,15.77,14.67,-99999,33.806629
2015-06-25 12:00:00,20.030001000000002,15.75,14.66,-99999,37.86343
2015-06-25 13:00:00,20.02,15.73,14.65,-99999,37.86343
2015-06-25 14:00:00,20.02,15.71,14.64,-99999,31.1021
2015-06-25 15:00:00,19.99,15.69,14.63,-99999,29.749909999999996
2015-06-25 16:00:00,19.99,15.66,14.62,-99999,29.751011
2015-06-25 17:00:00,19.98,15.64,14.61,-99999,35.16037
2015-06-25 18:00:00,19.98,15.63,14.6,-99999,28.402540000000002
2015-06-25 19:00:00,19.959999,15.6,14.58,-99999,27.05057
2015-06-25 20:00:00,19.93,15.58,14.57,-99999,27.051340000000003
2015-06-25 21:00:00,19.92,15.57,14.56,-99999,25.697809
2015-06-25 22:00:00,19.9,15.54,14.55,-99999,25.69945
2015-06-25 23:00:00,19.9,15.52,14.54,-99999,31.106581
2015-06-26 00:00:00,19.9,15.49,14.53,-99999,24.34584
2015-06-26 01:00:00,19.889999,15.47,14.51,-99999,22.992929
