TIMESTAMP,WP1(10cm),WP2(30cm),TempMPS1(10cm),TempMPS2(30cm),VWC1(10cm),VWC2(30cm),VWC3(60cm),VWC4(80cm),EC1(10cm),EC2(30cm),EC3(60cm),EC4(80cm),Temp5TE1(10cm),Temp5TE2(30cm),Temp5TE3(60cm),Temp5TE4(80cm)
MST,kPa,kPa,degC,degC,m3/m3,m3/m3,m3/m3,m3/m3,dS/m,dS/m,dS/m,dS/m,degC,degC,degC,degC
1/1/2015 0:00,-7.1,-8,2.3,3.1,0.201,0.243,0.199,0.468,0,0.04,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 0:15,-7.1,-8,2.3,3.1,0.201,0.243,0.199,0.468,0,0.04,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 0:30,-7.1,-8,2.3,3.1,0.201,0.243,0.199,0.468,0,0.04,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 0:45,-7.1,-8,2.3,3.1,0.201,0.243,0.199,0.468,0,0.04,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 1:00,-7.1,-8,2.3,3.1,0.201,0.243,0.199,0.468,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 1:15,-7.1,-8,2.3,3.1,0.201,0.243,0.198,0.468,0,0.04,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 1:30,-7.1,-8,2.3,3.1,0.201,0.243,0.198,0.468,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 1:45,-7.1,-8,2.3,3.1,0.201,0.243,0.198,0.468,0,0.04,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 2:00,-7.1,-8,2.3,3.1,0.201,0.243,0.198,0.468,0,0.04,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 2:15,-7.1,-8,2.3,3.1,0.201,0.243,0.198,0.468,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 2:30,-7.1,-8,2.3,3.1,0.201,0.243,0.198,0.468,0,0.03,0,0.06,2.2,4.2,4.9,5.7
1/1/2015 2:45,-7.1,-8,2.3,3.1,0.201,0.243,0.197,0.468,0,0.03,0,0.06,2.2,4.2,4.9,5.7
1/1/2015 3:00,-7.1,-8,2.3,3.1,0.201,0.243,0.197,0.468,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 3:15,-7.1,-8,2.3,3.1,0.201,0.243,0.197,0.469,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 3:30,-7.1,-8,2.3,3.1,0.201,0.243,0.197,0.469,0,0.04,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 3:45,-7.1,-8,2.3,3.1,0.201,0.243,0.197,0.469,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 4:00,-7.1,-8,2.3,3.1,0.201,0.243,0.197,0.469,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 4:15,-7.1,-8,2.3,3.1,0.201,0.243,0.196,0.469,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 4:30,-7.1,-8,2.3,3.1,0.201,0.243,0.196,0.469,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 4:45,-7.1,-8,2.3,3.1,0.201,0.243,0.196,0.469,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 5:00,-7.1,-8,2.3,3.1,0.201,0.242,0.196,0.469,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 5:15,-7.1,-8,2.3,3.1,0.201,0.243,0.196,0.469,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 5:30,-7.2,-8,2.3,3.1,0.201,0.243,0.196,0.469,0,0.03,0,0.06,2.1,4.2,4.9,5.7
1/1/2015 5:45,-7.1,-8,2.3,3.1,0.202,0.242,0.196,0.469,0,0.03,0,0.05,2.1,4.2,4.9,5.7
1/1/2015 6:00,-7.1,-8,2.3,3.1,0.201,0.243,0.196,0.469,0,0.03,0,0.06,2.2,4.2,4.9,5.7
1/1/2015 6:15,-7.1,-8,2.3,3.1,0.201,0.243,0.196,0.469,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 6:30,-7.1,-8,2.3,3.1,0.201,0.243,0.196,0.469,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 6:45,-7.1,-8,2.3,3.1,0.202,0.243,0.195,0.469,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 7:00,-7.1,-8,2.3,3.1,0.202,0.243,0.194,0.469,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 7:15,-7.1,-8,2.3,3.1,0.201,0.243,0.194,0.469,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 7:30,-7.1,-8,2.3,3.1,0.201,0.243,0.194,0.469,0,0.03,0.01,0.06,2.1,4.2,4.8,5.7
1/1/2015 7:45,-7.1,-8,2.4,3.1,0.202,0.243,0.194,0.469,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 8:00,-7.1,-8,2.3,3.1,0.202,0.243,0.194,0.469,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 8:15,-7.1,-8,2.3,3.1,0.202,0.243,0.194,0.469,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 8:30,-7.1,-8,2.4,3.1,0.202,0.243,0.194,0.469,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 8:45,-7.2,-8,2.4,3.1,0.202,0.243,0.194,0.469,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 9:00,-7.1,-8,2.4,3.1,0.202,0.243,0.194,0.469,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 9:15,-7.1,-8,2.3,3.1,0.202,0.243,0.193,0.469,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 9:30,-7.1,-8,2.4,3.1,0.202,0.243,0.193,0.469,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 9:45,-7.1,-8,2.3,3.1,0.202,0.243,0.193,0.469,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 10:00,-7.1,-8,2.3,3.1,0.202,0.243,0.193,0.468,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 10:15,-7.1,-8,2.4,3.1,0.202,0.243,0.193,0.469,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 10:30,-7.1,-8,2.4,3.1,0.202,0.243,0.193,0.468,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 10:45,-7.1,-8,2.3,3.1,0.202,0.243,0.193,0.468,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 11:00,-7.1,-8,2.3,3.1,0.202,0.243,0.193,0.468,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 11:15,-7.1,-8,2.3,3.1,0.202,0.243,0.193,0.468,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 11:30,-7.1,-8,2.4,3.1,0.202,0.243,0.193,0.468,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 11:45,-7.1,-8,2.4,3.1,0.202,0.243,0.193,0.467,0,0.03,0,0.05,2.2,4.2,4.8,5.7
1/1/2015 12:00,-7.1,-8,2.3,3.1,0.202,0.243,0.193,0.467,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 12:15,-7.2,-8,2.3,3.1,0.202,0.243,0.193,0.467,0,0.03,0,0.06,2.1,4.2,4.8,5.7
1/1/2015 12:30,-7.1,-8,2.3,3.1,0.202,0.243,0.192,0.467,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 12:45,-7.1,-8,2.4,3.1,0.202,0.243,0.193,0.467,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 13:00,-7.1,-8,2.4,3.1,0.202,0.243,0.192,0.467,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 13:15,-7.1,-8,2.3,3.1,0.202,0.243,0.192,0.467,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 13:30,-7.1,-8,2.4,3.1,0.202,0.243,0.192,0.467,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 13:45,-7.1,-8,2.4,3.1,0.202,0.243,0.192,0.467,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 14:00,-7.1,-8,2.3,3.1,0.202,0.243,0.191,0.467,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 14:15,-7.2,-8,2.4,3.1,0.202,0.243,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 14:30,-7.1,-8,2.4,3.1,0.202,0.243,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 14:45,-7.1,-8,2.4,3.1,0.202,0.243,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 15:00,-7.1,-8,2.3,3.1,0.202,0.243,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 15:15,-7.1,-8,2.4,3.1,0.202,0.243,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 15:30,-7.1,-8,2.3,3.1,0.202,0.242,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 15:45,-7.1,-8,2.4,3.1,0.202,0.242,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 16:00,-7.1,-8,2.3,3.1,0.202,0.243,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 16:15,-7.1,-8,2.4,3.1,0.202,0.243,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 16:30,-7.1,-8,2.4,3.1,0.202,0.243,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 16:45,-7.1,-8,2.4,3.1,0.202,0.243,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.7
1/1/2015 17:00,-7.1,-8,2.4,3.1,0.202,0.242,0.191,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 17:15,-7.1,-8,2.4,3.1,0.202,0.242,0.19,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 17:30,-7.1,-8,2.4,3.1,0.202,0.242,0.191,0.466,0,0.03,0,0.06,2.2,4.1,4.8,5.7
1/1/2015 17:45,-7.2,-8,2.4,3.1,0.202,0.242,0.19,0.465,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 18:00,-7.1,-8,2.4,3.1,0.202,0.242,0.19,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 18:15,-7.1,-8,2.4,3.1,0.202,0.242,0.19,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 18:30,-7.1,-8,2.4,3.1,0.202,0.242,0.19,0.465,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 18:45,-7.1,-8,2.3,3.1,0.202,0.242,0.19,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 19:00,-7.2,-8,2.4,3.1,0.202,0.242,0.19,0.466,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 19:15,-7.1,-8,2.4,3.1,0.202,0.242,0.19,0.465,0,0.03,0.01,0.06,2.2,4.2,4.8,5.6
1/1/2015 19:30,-7.1,-8,2.4,3.1,0.202,0.242,0.19,0.465,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 19:45,-7.1,-8,2.4,3.1,0.202,0.242,0.19,0.465,0,0.03,0,0.06,2.2,4.2,4.8,5.6
1/1/2015 20:00,-7.1,-8,2.4,3.1,0.202,0.242,0.19,0.465,0,0.03,0,0.06,2.2,4.2,4.8,5.6
