DateTime,VWC12cm,Temp12cm,EC12cm,VWC37cm,Temp37cm,EC37cm,VWC57cm,Temp57cm,EC57cm,Voltage12cm,Voltage23cm
[MST],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[mV],[mV]
1/1/2014 0:00,0.231,0.8,0.05,0.225,1.6,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 0:10,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 0:20,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,735.4,743.4
1/1/2014 0:30,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 0:40,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 0:50,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 1:00,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 1:10,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 1:20,0.231,0.8,0.05,0.225,1.5,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 1:30,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 1:40,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,735.4,742.7
1/1/2014 1:50,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 2:00,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 2:10,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 2:20,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 2:30,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,741.9
1/1/2014 2:40,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 2:50,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 3:00,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,743.4
1/1/2014 3:10,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 3:20,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 3:30,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 3:40,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 3:50,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 4:00,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 4:10,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 4:20,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 4:30,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 4:40,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,741.9
1/1/2014 4:50,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 5:00,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 5:10,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 5:20,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
1/1/2014 5:30,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,741.9
1/1/2014 5:40,0.231,0.8,0.06,0.225,1.5,0.03,-9999,-9999,-9999,734.6,742.7
