DateTime,Pit5_ORP_5,Pit5_ORP_10,Pit5_ORP_30,Pit5_ORP_60
MST,mV,mV,mV,mV
1/1/2016 0:00,442.2,578.2,563.8,566.2
1/1/2016 0:15,442,578.1,563.6,566.4
1/1/2016 0:30,442.2,578.6,564.1,567.2
1/1/2016 0:45,442,578.6,564.2,567
1/1/2016 1:00,442.1,578.8,564.4,567.5
1/1/2016 1:15,442.6,578.9,564.1,567.6
1/1/2016 1:30,442.7,579.4,564.3,567.7
1/1/2016 1:45,442.7,579.4,564.6,567.7
1/1/2016 2:00,442.7,579.4,565,567.7
1/1/2016 2:15,442.7,579.4,565,567.7
1/1/2016 2:30,442.7,579.4,565,567.7
1/1/2016 2:45,442.6,579.6,564.8,567.6
1/1/2016 3:00,442.6,579.9,564.8,567.6
1/1/2016 3:15,442.7,580.1,565,567.7
1/1/2016 3:30,442.6,579.9,564.8,567.6
1/1/2016 3:45,443.3,577.9,564.1,567.6
1/1/2016 4:00,442.9,578.5,564.5,566.9
1/1/2016 4:15,442.6,578.5,564.8,566.5
1/1/2016 4:30,442.7,579.4,565,566.7
1/1/2016 4:45,442.6,579.2,564.8,566.5
1/1/2016 5:00,442.7,579.4,565.3,566.7
1/1/2016 5:15,442.7,579.4,565.7,566.7
1/1/2016 5:30,442.7,579.7,565.7,566.7
1/1/2016 5:45,442.7,580.1,565.7,566.7
1/1/2016 6:00,442.7,580.1,565.7,566
1/1/2016 6:15,442.1,580.1,565.7,566
1/1/2016 6:30,442.1,580.4,565.7,566.4
1/1/2016 6:45,441.9,580.3,565.5,565.8
1/1/2016 7:00,442.1,580.8,565.7,566
1/1/2016 7:15,442.1,580.8,565.7,566.4
1/1/2016 7:30,442.1,580.8,565.7,566
1/1/2016 7:45,442.1,580.8,565.7,566
1/1/2016 8:00,442.1,580.8,565.7,566.4
1/1/2016 8:15,441.5,580.6,565.5,567.2
1/1/2016 8:30,433.5,572.9,557.8,558.8
1/1/2016 8:45,474.7,614.1,598.6,599
1/1/2016 9:00,355.2,480.9,467.8,470.6
1/1/2016 9:15,490.1,631.6,614.4,613
1/1/2016 9:30,446.4,540.1,496.5,482.4
1/1/2016 9:45,465.6,605,588.5,586.8
1/1/2016 10:00,456,595.3,579.5,578.5
1/1/2016 10:15,451.2,582.3,569.6,573.4
1/1/2016 10:30,443.2,572.9,560.2,561.3
1/1/2016 10:45,404.7,451,422.2,434.2
1/1/2016 11:00,440.7,588.6,573.9,571.5
1/1/2016 11:15,447.6,583.5,567.7,566
1/1/2016 11:30,447.5,580.2,563.4,563.4
1/1/2016 11:45,441.6,574.7,556.5,556.2
1/1/2016 12:00,443.3,576.7,556.9,555.5
1/1/2016 12:15,442.2,576,554,553.3
1/1/2016 12:30,443.5,578,553.3,552.6
1/1/2016 12:45,443.2,578.6,551.2,550.1
1/1/2016 13:00,438.3,576.1,545.9,544.9
