DateTime,VWC27cm,Temp27cm,EC27cm,Voltage11cm,Voltage35cm
[MST],[m3/m3],[degC],[dS/m],[mV],[mV]
1/1/2018 0:00,0.212,2.4,0.13,711.91,769.04
1/1/2018 0:10,0.212,2.4,0.13,711.91,769.04
1/1/2018 0:20,0.212,2.4,0.13,711.91,769.04
1/1/2018 0:30,0.212,2.4,0.13,711.91,769.04
1/1/2018 0:40,0.212,2.4,0.13,711.91,769.04
1/1/2018 0:50,0.212,2.4,0.13,711.91,769.04
1/1/2018 1:00,0.212,2.4,0.13,711.91,769.04
1/1/2018 1:10,0.212,2.4,0.13,711.91,768.31
1/1/2018 1:20,0.212,2.4,0.13,711.91,768.31
1/1/2018 1:30,0.212,2.4,0.13,711.91,769.04
1/1/2018 1:40,0.212,2.4,0.13,711.91,769.04
1/1/2018 1:50,0.212,2.4,0.13,711.91,769.04
1/1/2018 2:00,0.212,2.4,0.13,711.18,769.04
1/1/2018 2:10,0.212,2.4,0.13,711.91,769.04
1/1/2018 2:20,0.212,2.4,0.13,711.91,768.31
1/1/2018 2:30,0.212,2.4,0.13,711.91,768.31
1/1/2018 2:40,0.212,2.4,0.13,711.91,768.31
1/1/2018 2:50,0.212,2.4,0.13,711.18,768.31
1/1/2018 3:00,0.211,2.4,0.13,711.18,769.04
1/1/2018 3:10,0.212,2.4,0.13,711.91,768.31
1/1/2018 3:20,0.212,2.4,0.13,711.18,768.31
1/1/2018 3:30,0.212,2.4,0.13,711.91,769.04
1/1/2018 3:40,0.212,2.4,0.13,711.91,768.31
1/1/2018 3:50,0.212,2.4,0.13,711.18,768.31
1/1/2018 4:00,0.212,2.4,0.13,711.18,768.31
1/1/2018 4:10,0.212,2.4,0.13,711.91,768.31
1/1/2018 4:20,0.212,2.4,0.13,710.45,769.04
1/1/2018 4:30,0.212,2.4,0.13,711.18,768.31
1/1/2018 4:40,0.212,2.4,0.13,711.18,769.04
1/1/2018 4:50,0.212,2.4,0.13,711.18,768.31
1/1/2018 5:00,0.212,2.4,0.13,711.18,768.31
1/1/2018 5:10,0.212,2.4,0.13,711.18,768.31
1/1/2018 5:20,0.212,2.4,0.13,711.18,768.31
1/1/2018 5:30,0.212,2.4,0.13,711.18,768.31
1/1/2018 5:40,0.212,2.4,0.13,711.18,768.31
1/1/2018 5:50,0.212,2.4,0.13,711.18,768.31
1/1/2018 6:00,0.212,2.4,0.13,711.18,768.31
1/1/2018 6:10,0.212,2.4,0.13,711.18,768.31
1/1/2018 6:20,0.212,2.4,0.13,711.18,768.31
1/1/2018 6:30,0.212,2.4,0.13,710.45,768.31
1/1/2018 6:40,0.212,2.4,0.13,710.45,768.31
1/1/2018 6:50,0.212,2.4,0.13,710.45,768.31
1/1/2018 7:00,0.212,2.4,0.13,710.45,768.31
1/1/2018 7:10,0.212,2.4,0.13,710.45,768.31
1/1/2018 7:20,0.212,2.4,0.13,710.45,768.31
1/1/2018 7:30,0.212,2.4,0.13,710.45,768.31
1/1/2018 7:40,0.212,2.4,0.13,710.45,768.31
1/1/2018 7:50,0.212,2.4,0.13,710.45,767.58
1/1/2018 8:00,0.212,2.4,0.13,710.45,768.31
1/1/2018 8:10,0.211,2.4,0.13,710.45,769.04
1/1/2018 8:20,0.212,2.4,0.13,710.45,768.31
1/1/2018 8:30,0.212,2.4,0.13,710.45,768.31
1/1/2018 8:40,0.212,2.4,0.13,711.18,768.31
1/1/2018 8:50,0.212,2.4,0.13,711.18,768.31
