TIMESTAMP,Temp_Avg(2cm),Temp_Avg(10cm),Temp_Avg(30cm),Temp_Avg(60cm),O2_Avg(2cm),O2_Avg(10cm),O2_Avg(30cm),O2_Avg(60cm),CO2_Avg(2cm),CO2_Avg(10cm),CO2_Avg(30cm),CO2_Avg(60cm)
MST,C,C,C,C,%,%,%,%,ppm,ppm,ppm,ppm
1/1/2014 0:00,-0.9445,0.0318,1.0503,2.3953,14.0650,14.2543,13.9610,13.5290,486.7363,1492.0630,3125.9250,4311.2750
1/1/2014 0:15,-0.9703,0.0317,1.0467,2.3954,14.0660,14.2543,13.9987,13.5317,487.5542,1383.9370,3105.3480,4334.1990
1/1/2014 0:30,-0.9875,0.0317,1.0379,2.3954,14.0555,14.2426,14.0170,13.5366,480.8192,1331.7860,3088.7840,4333.2890
1/1/2014 0:45,-0.9875,0.0317,1.0375,2.3954,14.0555,14.2408,14.0333,13.5466,474.7214,1307.3950,3058.3850,4313.0840
1/1/2014 1:00,-0.9874,0.0318,1.0460,2.3955,14.0555,14.2408,14.0368,13.5502,469.4427,1297.3840,3041.2750,4327.6460
1/1/2014 1:15,-1.0037,0.0318,1.0425,2.3955,14.0566,14.2408,14.0664,13.5543,466.5303,1275.8140,3017.7940,4329.1030
1/1/2014 1:30,-1.0112,0.0313,1.0452,2.3950,14.0563,14.2408,14.0603,13.5561,464.7100,1354.1760,3010.1490,4334.7450
1/1/2014 1:45,-1.0316,0.0295,1.0478,2.3930,14.0501,14.2409,14.0113,13.5562,458.8852,1431.9000,3050.9220,4324.1880
1/1/2014 2:00,-1.0657,0.0200,1.0494,2.3945,14.0476,14.2398,13.9670,13.5426,454.1526,1512.2640,3053.6530,4312.3560
1/1/2014 2:15,-1.1156,0.0100,1.0360,2.3954,14.0413,14.2292,13.9886,13.5389,444.7783,1514.5400,3036.9060,4326.3720
1/1/2014 2:30,-1.1738,-0.0093,1.0288,2.3940,14.0437,14.2314,13.9765,13.5372,442.9580,1551.3090,3069.3070,4315.4510
1/1/2014 2:45,-1.2278,-0.0296,1.0287,2.3901,14.0467,14.2351,13.9625,13.5365,436.4961,1575.9730,3097.8850,4328.9200
1/1/2014 3:00,-1.2825,-0.0484,1.0285,2.3817,14.0498,14.2409,13.9295,13.5285,434.3271,1553.1840,3097.6300,4318.5150
1/1/2014 3:15,-1.3318,-0.0686,1.0236,2.3757,14.0539,14.2388,13.9177,13.5199,430.4551,1535.7670,3086.4610,4332.4060
1/1/2014 3:30,-1.3785,-0.0870,1.0104,2.3739,14.0585,14.2372,13.9161,13.5184,427.5126,1525.8810,3105.4750,4299.1610
1/1/2014 3:45,-1.4243,-0.1050,1.0071,2.3739,14.0630,14.2395,13.9165,13.5077,424.6255,1519.8750,3070.1590,4319.6360
1/1/2014 4:00,-1.4520,-0.1198,1.0071,2.3739,14.0654,14.2414,13.9205,13.5045,418.1631,1436.5770,3074.7240,4330.9430
1/1/2014 4:15,-1.4684,-0.1209,1.0074,2.3741,14.0661,14.2419,13.9078,13.5058,417.6169,1431.2050,3091.2940,4316.0120
1/1/2014 4:30,-1.5073,-0.1406,1.0072,2.3739,14.0692,14.2422,13.8954,13.4979,417.2527,1474.9970,3068.7150,4332.0360
1/1/2014 4:45,-1.5523,-0.1588,1.0061,2.3741,14.0712,14.2434,13.9090,13.4970,410.7886,1453.6930,3059.6100,4302.1730
1/1/2014 5:00,-1.5871,-0.1663,1.0010,2.3741,14.0616,14.2373,13.8873,13.4799,406.7827,1431.8420,3046.6820,4311.4600
1/1/2014 5:15,-1.6104,-0.1842,0.9868,2.3745,14.0589,14.2318,13.9028,13.4800,403.8693,1474.6330,3068.3510,4308.9110
1/1/2014 5:30,-1.6418,-0.1892,0.9868,2.3747,14.0527,14.2327,13.9236,13.4795,404.0514,1449.3230,3045.4080,4292.8870
1/1/2014 5:45,-1.6710,-0.2027,0.9892,2.3739,14.0543,14.2331,13.9432,13.4872,398.6798,1438.4890,3054.5120,4298.5320
1/1/2014 6:00,-1.7064,-0.2060,0.9871,2.3715,14.0568,14.2331,13.9314,13.4935,400.6828,1406.7140,3040.4910,4299.6240
1/1/2014 6:15,-1.7414,-0.2233,0.9804,2.3687,14.0594,14.2344,13.9121,13.4838,396.9500,1401.3430,3021.5540,4306.3610
1/1/2014 6:30,-1.7806,-0.2414,0.9785,2.3665,14.0627,14.2360,13.8819,13.4712,395.7664,1360.1910,3061.4310,4276.1350
1/1/2014 6:45,-1.8219,-0.2558,0.9729,2.3641,14.0658,14.2371,13.8597,13.4659,395.2202,1449.6870,3040.3090,4303.8120
1/1/2014 7:00,-1.8703,-0.2811,0.9700,2.3593,14.0694,14.2388,13.8435,13.4531,392.3978,1491.0210,3053.7840,4305.2690
1/1/2014 7:15,-1.9132,-0.3017,0.9698,2.3584,14.0643,14.2405,13.8352,13.4493,392.3068,1522.5220,3037.5780,4299.2600
1/1/2014 7:30,-1.9524,-0.3239,0.9698,2.3584,14.0725,14.2492,13.8292,13.4528,390.6680,1588.5280,3064.7090,4303.6300
1/1/2014 7:45,-2.0035,-0.3460,0.9698,2.3584,14.0686,14.2574,13.8286,13.4427,388.4829,1595.5390,3056.3330,4287.0600
1/1/2014 8:00,-2.0356,-0.3668,0.9592,2.3584,14.0719,14.2598,13.8393,13.4486,387.3904,1567.8610,3031.5690,4308.9110
