DateTime,Pit4_ORP_5,Pit4_ORP_10,Pit4_ORP_30,Pit4_ORP_60
MST,mV,mV,mV,mV
1/1/2018 0:00,396.3,491.8,395.6,452.4
1/1/2018 0:15,396.3,492.2,395.9,453.1
1/1/2018 0:30,396.9,492.5,396.3,453.1
1/1/2018 0:45,396.9,492.5,396.3,453.1
1/1/2018 1:00,397.6,493.2,396.6,453.7
1/1/2018 1:15,397.6,493.2,396.9,453.7
1/1/2018 1:30,398.3,493.9,397.3,454.4
1/1/2018 1:45,398.3,493.9,397.3,454.4
1/1/2018 2:00,398.6,493.9,397.6,454.4
1/1/2018 2:15,399,494.2,397.6,455.1
1/1/2018 2:30,399.3,494.6,398,455.1
1/1/2018 2:45,399.7,495.2,398.3,455.1
1/1/2018 3:00,399.7,495.2,398.3,455.8
1/1/2018 3:15,400,495.2,398.6,455.8
1/1/2018 3:30,400.3,495.2,398.6,455.8
1/1/2018 3:45,400.3,495.9,398.6,456.5
1/1/2018 4:00,401,495.9,398.6,456.5
1/1/2018 4:15,401,495.9,398.6,456.5
1/1/2018 4:30,401,496.6,399,457.1
1/1/2018 4:45,401,496.6,399,457.1
1/1/2018 5:00,401.7,496.6,399.3,457.1
1/1/2018 5:15,401.7,496.6,399.7,457.1
1/1/2018 5:30,402.1,497.3,399.7,457.2
1/1/2018 5:45,402.4,497.3,400,457.8
1/1/2018 6:00,402.4,497.3,400,457.8
1/1/2018 6:15,402.7,498,400.4,457.8
1/1/2018 6:30,402.8,498,400.4,458.2
1/1/2018 6:45,403.1,498.1,400.8,458.6
1/1/2018 7:00,403.5,498.1,400.8,458.6
1/1/2018 7:15,403.8,498.7,401.1,458.6
1/1/2018 7:30,404.2,498.8,401.5,459.3
1/1/2018 7:45,404.5,498.7,401.7,459.2
1/1/2018 8:00,407.8,501.4,405.1,462.6
1/1/2018 8:15,407.8,500,404.4,462.6
1/1/2018 8:30,407.1,501.4,404.4,461.9
1/1/2018 8:45,406.7,500.6,404,461.2
1/1/2018 9:00,406.7,500.6,404,458.4
