DateTime,VWC9.5cm,Temp9.5cm,EC9.5cm,VWC44cm,Temp44cm,EC44cm,VWC65cm,Temp65cm,EC65cm,Voltage11cm,Voltage45cm
[MST],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[m3/m3],[degC],[dS/m],[mV],[mV]
1/1/2015 0:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 0:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 0:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 0:30,0.235,0.8,0.14,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 0:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 0:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 1:00,0.235,0.8,0.14,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 1:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 1:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 1:30,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 1:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 1:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 2:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,755.127,792.48
1/1/2015 2:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 2:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 2:30,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 2:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 2:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 3:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 3:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 3:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 3:30,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 3:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 3:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 4:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.945
1/1/2015 4:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 4:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 4:30,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 4:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 4:50,0.235,0.8,0.14,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 5:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 5:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 5:20,0.235,0.8,0.14,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 5:30,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 5:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 5:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 6:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 6:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 6:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 6:30,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 6:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 6:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 7:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 7:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 7:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,755.127,793.213
1/1/2015 7:30,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 7:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 7:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 8:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 8:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 8:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 8:30,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 8:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 8:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 9:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 9:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 9:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 9:30,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 9:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 9:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 10:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 10:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.945
1/1/2015 10:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,753.662,793.213
1/1/2015 10:30,0.235,0.8,0.14,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 10:40,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 10:50,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 11:00,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,792.48
1/1/2015 11:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 11:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 11:30,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 11:40,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 11:50,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 12:00,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,792.48
1/1/2015 12:10,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 12:20,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 12:30,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 12:40,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 12:50,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 13:00,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.213
1/1/2015 13:10,0.235,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,754.395,793.945
1/1/2015 13:20,0.234,0.8,0.13,0.223,2.5,0.03,0.217,3,0.05,755.127,793.945
