TIMESTAMP,Temp_Avg(2cm),Temp_Avg(10cm),Temp_Avg(30cm),Temp_Avg(60cm),O2_Avg(2cm),O2_Avg(10cm),O2_Avg(30cm),O2_Avg(60cm),CO2_Avg(2cm),CO2_Avg(10cm),CO2_Avg(30cm),CO2_Avg(60cm)
MST,C,C,C,C,%,%,%,%,ppm,ppm,ppm,ppm
1/1/2014 0:00,-0.833,0.119,1.364,2.300,13.710,12.471,13.230,13.103,374.714,22.710,2481.059,45.969
1/1/2014 0:15,-0.866,0.092,1.341,2.277,13.692,12.469,13.219,13.094,372.971,21.336,2428.660,46.701
1/1/2014 8:15,-1.718,-0.343,1.041,2.090,18.582,12.477,13.198,13.074,343.764,661.359,6689.827,540.319
1/1/2014 9:00,-1.565,-0.304,1.086,2.106,16.275,12.473,13.204,13.077,875.623,2035.413,8259.454,2055.087
1/1/2014 9:15,-1.383,-0.202,1.181,2.185,15.877,12.472,13.192,13.073,152.748,49.177,777.660,104.031
1/1/2014 9:30,-1.199,-0.119,1.252,2.233,15.485,12.482,13.200,13.084,333.818,28.658,1901.406,49.625
1/1/2014 9:45,-0.980,-0.004,1.352,2.312,15.194,12.475,13.203,13.086,376.889,23.069,2609.933,45.772
1/1/2014 10:00,-0.771,0.061,1.396,2.337,14.951,12.469,13.205,13.095,373.216,21.695,2646.838,44.855
1/1/2014 10:15,-0.609,0.110,1.424,2.351,14.759,12.485,13.219,13.091,373.574,22.513,2683.292,49.786
1/1/2014 10:30,-0.549,0.130,1.425,2.344,14.608,12.486,13.217,13.092,374.714,22.785,2631.875,44.837
1/1/2014 10:45,-0.504,0.177,1.469,2.382,14.496,12.483,13.220,13.102,372.310,22.326,2561.794,44.469
1/1/2014 11:00,-0.521,0.177,1.468,2.373,14.393,12.483,13.220,13.102,373.727,21.230,2701.746,46.670
1/1/2014 11:15,-0.557,0.152,1.434,2.340,14.309,12.485,13.218,13.105,375.200,22.237,2716.081,46.122
1/1/2014 11:30,-0.519,0.151,1.421,2.330,14.243,12.487,13.223,13.107,376.115,22.146,2740.792,46.488
1/1/2014 11:45,-0.379,0.162,1.415,2.328,14.173,12.485,13.220,13.104,376.115,23.153,2817.479,46.854
1/1/2014 12:00,-0.292,0.188,1.421,2.335,14.119,12.482,13.222,13.097,374.468,22.146,2887.577,45.207
1/1/2014 12:15,-0.279,0.195,1.417,2.329,14.075,12.482,13.218,13.079,377.946,22.787,2887.028,47.769
1/1/2014 12:30,-0.185,0.237,1.454,2.362,14.036,12.480,13.229,13.094,375.932,22.237,2832.487,46.671
1/1/2014 12:45,-0.045,0.340,1.555,2.443,14.000,12.490,13.234,13.098,378.109,21.596,2826.844,45.204
1/1/2014 13:00,-0.081,0.294,1.502,2.384,13.955,12.475,13.215,13.098,379.039,23.604,2906.608,44.098
1/1/2014 13:15,-0.033,0.302,1.490,2.376,13.924,12.474,13.227,13.101,378.643,22.413,2930.157,46.107
1/1/2014 13:30,0.040,0.308,1.479,2.371,13.893,12.473,13.237,13.102,381.018,21.864,2952.820,47.021
1/1/2014 13:45,0.094,0.329,1.488,2.373,13.875,12.472,13.240,13.102,381.567,23.053,2961.968,47.021
1/1/2014 14:00,0.139,0.344,1.496,2.380,13.850,12.471,13.240,13.101,381.841,22.138,2939.829,47.021
1/1/2014 14:15,0.130,0.323,1.468,2.357,13.824,12.472,13.236,13.103,386.049,22.138,3081.991,46.106
1/1/2014 14:30,0.087,0.311,1.447,2.335,13.811,12.474,13.229,13.104,383.497,21.681,3090.114,41.167
1/1/2014 14:45,0.035,0.303,1.435,2.330,13.802,12.474,13.233,13.105,395.119,22.236,3134.598,47.400
1/1/2014 15:00,-0.004,0.298,1.422,2.327,13.792,12.475,13.232,13.106,395.149,21.414,3167.411,45.573
1/1/2014 15:15,-0.026,0.297,1.422,2.319,13.781,12.477,13.234,13.108,395.251,22.238,3256.087,44.842
1/1/2014 15:30,-0.047,0.293,1.417,2.322,13.779,12.477,13.234,13.110,395.046,22.791,3244.211,46.131
